first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
refomahion,refomahion,prss,fom,re,at_ion,refomation,target,s,0.0,1,t,h,refomahion,2,10,pseudo,block1
feeg,feeg,r,feeg,,,feeg,control,r,,1,e,i,fieg,0,4,pseudo,block1
orpserk,orpselk,pr,selk,orp,,orpselk,control,r,,2,l,r,orpserk,3,7,pseudo,block1
orpbof,erpbof,pr,bof,orp,,orpbof,control,p,0.0,0,o,e,erpbof,1,6,pseudo,block1
predismer,predisrer,ppr,mer,pre_dis,,predismer,target,r,,0,m,r,predisrer,1,9,pseudo,block1
nitecvieta,notecvieta,prss,tec,ni,vi_eta,nitecvieta,control,p,0.0,1,i,o,notecvieta,1,10,pseudo,block1
curate,curate,rs,cun,,ate,cunate,target,r,,2,n,r,curate,2,6,pseudo,block1
ungiltally,ungirtally,prss,girt,un,al_ly,ungirtally,target,r,,2,r,l,ungiltally,3,10,pseudo,block1
baciwlayl,basiwlayl,prss,siw,ba,la_yl,basiwlayl,control,r,,0,s,c,baciwlayl,3,9,pseudo,block1
toomliness,soomliness,rss,soom,,li_ness,soomliness,target,r,,0,s,t,toomliness,3,10,pseudo,block1
teadal,teakal,rs,teak,,al,teakal,target,r,,3,k,d,teadal,3,6,pseudo,block1
trigsenh,trigsens,rs,trig,,sens,trigsens,control,s,0.0,3,s,h,trigsenh,3,8,pseudo,block1
werkonila,werkonila,rss,werk,,oni_la,werkonila,control,s,0.0,2,i,a,werkonala,0,9,pseudo,block1
heatcilayl,heatcilayl,rsss,keat,,ci_la_yl,keatcilayl,control,r,,0,k,h,heatcilayl,2,10,pseudo,block1
tidtecyl,sidtecyl,prs,tec,sid,yl,sidtecyl,control,p,0.0,0,s,t,tidtecyl,3,8,pseudo,block1
kals,kals,r,kels,,,kels,target,r,,1,e,a,kals,2,4,pseudo,block1
cetalistic,cetalisvic,rsss,cet,,al_ist_ic,cetalistic,target,s,1.0,2,t,v,cetalisvic,1,10,pseudo,block1
kelsically,kelhically,rsss,kels,,ic_al_ly,kelsically,target,r,,3,s,h,kelhically,1,10,pseudo,block1
simmafoni,simmafone,prs,maf,sim,oni,simmafoni,control,s,0.0,2,i,e,simmafone,1,9,pseudo,block1
infobivate,unfobivate,prss,fob,in,iv_ate,infobivate,target,p,0.0,0,i,u,unfobivate,1,10,pseudo,block1
memically,memically,rsss,mer,,ic_al_ly,merically,target,r,,2,r,m,memically,2,9,pseudo,block1
loukcilayl,loukcileyl,rsss,louk,,ci_la_yl,loukcilayl,control,s,1.0,1,a,e,loukcileyl,1,10,pseudo,block1
koopless,koopless,rs,koop,,less,koopless,target,s,0.0,0,l,m,koopmess,0,8,pseudo,block1
loukita,loukita,rs,louk,,eta,louketa,control,s,0.0,0,e,i,loukita,2,7,pseudo,block1
gras,gras,r,gras,,,gras,target,r,,0,g,s,sras,0,4,pseudo,block1
erotusiw,erotusiw,ppr,siw,er_otu,,erotusiw,control,p,1.0,2,u,a,erotasiw,0,8,pseudo,block1
repsidtec,wepsidtec,ppr,tec,rep_sid,,repsidtec,control,p,0.0,0,r,w,wepsidtec,1,9,pseudo,block1
banautlayl,banautlayl,prss,naut,ba,la_yl,banautlayl,control,s,1.0,1,l,r,banautlayr,0,10,pseudo,block1
nurdlisim,nurdlisim,rss,nurd,,la_sim,nurdlasim,control,s,0.0,1,a,i,nurdlisim,2,9,pseudo,block1
grasmental,trasmental,rss,gras,,ment_al,grasmental,target,r,,0,g,t,trasmental,1,10,pseudo,block1
redisseam,redisseam,ppr,keam,re_dis,,rediskeam,target,r,,0,k,s,redisseam,2,9,pseudo,block1
koulically,keulically,rsss,koul,,ic_al_ly,koulically,target,r,,1,o,e,keulically,1,10,pseudo,block1
gloc,gloc,r,gloc,,,gloc,target,r,,2,o,i,glic,0,4,pseudo,block1
meosoni,meosoni,rs,moos,,oni,moosoni,control,r,,1,o,e,meosoni,2,7,pseudo,block1
premiskoop,premiskoop,ppr,koop,pre_mis,,premiskoop,target,r,,0,k,h,premishoop,0,10,pseudo,block1
redecon,ledecon,ppr,con,re_de,,redecon,target,p,0.0,0,r,l,ledecon,1,7,pseudo,block1
werksels,werksels,rs,werk,,sels,werksels,control,s,0.0,2,l,y,werkseys,0,8,pseudo,block1
mafcilayl,mafcilayl,rsss,maf,,ci_la_yl,mafcilayl,control,s,2.0,1,l,r,mafcilayr,0,9,pseudo,block1
citically,cetically,rsss,cet,,ic_al_ly,cetically,target,r,,1,e,i,citically,3,9,pseudo,block1
reetciwayl,reetcilayl,rsss,reet,,ci_la_yl,reetcilayl,control,s,1.0,0,l,w,reetciwayl,3,10,pseudo,block1
fommentar,fommental,rss,fom,,ment_al,fommental,target,s,1.0,1,l,r,fommentar,3,9,pseudo,block1
dipkrewal,dipkrewal,prs,krew,dis,al,diskrewal,target,p,0.0,2,s,p,dipkrewal,2,9,pseudo,block1
mooscilayl,mooscilayl,rsss,moos,,ci_la_yl,mooscilayl,control,s,2.0,0,y,m,mooscilaml,0,10,pseudo,block1
bawerklayl,bawerklayl,prss,werk,ba,la_yl,bawerklayl,control,p,0.0,1,a,u,buwerklayl,0,10,pseudo,block1
neilcilayl,neilcilayl,rsss,neil,,ci_la_yl,neilcilayl,control,r,,3,l,m,neimcilayl,0,10,pseudo,block1
tritcilayl,tritcilayl,rsss,trig,,ci_la_yl,trigcilayl,control,r,,3,g,t,tritcilayl,2,10,pseudo,block1
unmerioyal,unmerioyal,prss,mer,un,ion_al,unmerional,target,s,0.0,2,n,y,unmerioyal,2,10,pseudo,block1
neil,neil,r,neil,,,neil,control,r,,2,i,o,neol,0,4,pseudo,block1
mar,mer,r,mer,,,mer,target,r,,1,e,a,mar,3,3,pseudo,block1
nuccilayl,nuccilayl,rsss,nuc,,ci_la_yl,nuccilayl,control,r,,0,n,r,ruccilayl,0,9,pseudo,block1
foreign,foreign,r,foreign,,,foreign,control,r,,5,g,d,foreidn,0,7,real,block2
defiant,defiant,rs,defi,,ant,defiant,target,r,,0,d,h,hefiant,0,7,real,block2
chimpanzee,chimpanzee,r,chimpanzee,,,chimpanzee,control,r,,9,e,u,chimpanzeu,0,10,real,block2
cowfort,comfort,r,comfort,,,comfort,control,r,,2,m,w,cowfort,3,7,real,block2
ilmoral,ilmoral,pr,moral,im,,immoral,target,p,0.0,1,m,l,ilmoral,2,7,real,block2
palindrome,palandrome,r,palindrome,,,palindrome,control,r,,3,i,a,palandrome,1,10,real,block2
inhale,inhala,pr,hale,in,,inhale,target,r,,3,e,a,inhala,1,6,real,block2
discredit,discredit,pr,credit,dis,,discredit,target,p,0.0,0,d,p,piscredit,0,9,real,block2
country,country,r,country,,,country,control,r,,1,o,i,ciuntry,0,7,real,block2
woodanness,woodanness,rss,wood,,en_ness,woodenness,target,s,0.0,0,e,a,woodanness,2,10,real,block2
manfully,monfully,rss,man,,ful_ly,manfully,target,r,,1,a,o,monfully,1,8,real,block2
attemdt,attempt,r,attempt,,,attempt,control,r,,5,p,d,attemdt,3,7,real,block2
naturalize,naturalize,rss,natur,,al_ize,naturalize,target,r,,2,t,d,naduralize,0,10,real,block2
heroic,heroic,rs,hero,,ic,heroic,target,r,,0,h,t,teroic,0,6,real,block2
movablm,movably,rss,mov,,abl_y,movably,target,s,1.0,0,y,m,movablm,3,7,real,block2
rejuvenate,rojuvenate,prs,juven,re,ate,rejuvenate,target,p,0.0,1,e,o,rojuvenate,1,10,real,block2
snorar,snorer,rs,snor,,er,snorer,target,s,0.0,0,e,a,snorar,3,6,real,block2
accomplice,accomplice,r,accomplice,,,accomplice,control,r,,7,i,a,accomplace,0,10,real,block2
yellowor,yellowor,rs,yellow,,er,yellower,target,s,0.0,0,e,o,yellowor,2,8,real,block2
reovercome,meovercome,ppr,come,re_over,,reovercome,target,p,0.0,0,r,m,meovercome,1,10,real,block2
currency,currency,r,currency,,,currency,control,r,,5,n,l,currelcy,0,8,real,block2
rabour,labour,r,labour,,,labour,control,r,,0,l,r,rabour,3,6,real,block2
bullet,bullet,r,bullet,,,bullet,control,r,,5,t,h,bulleh,0,6,real,block2
reinstate,reinstete,ppr,state,re_in,,reinstate,target,r,,2,a,e,reinstete,1,9,real,block2
habituallm,habituallm,rss,habit,,ual_ly,habitually,target,s,1.0,1,y,m,habituallm,2,10,real,block2
notico,notico,r,notice,,,notice,control,r,,5,e,o,notico,2,6,real,block2
unnatural,unnatumal,prs,natur,un,al,unnatural,target,r,,4,r,m,unnatumal,1,9,real,block2
envolope,envelope,r,envelope,,,envelope,control,r,,3,e,o,envolope,3,8,real,block2
poulevard,poulevard,r,boulevard,,,boulevard,control,r,,0,b,p,poulevard,2,9,real,block2
immirally,immirally,prs,moral,im,ly,immorally,target,r,,1,o,i,immirally,2,9,real,block2
uneventful,uneventful,prs,event,un,ful,uneventful,target,r,,3,n,r,unevertful,0,10,real,block2
counsil,council,r,council,,,council,control,r,,4,c,s,counsil,3,7,real,block2
unreid,unread,pr,read,un,,unread,target,r,,2,a,i,unreid,3,6,real,block2
woodelly,woodelly,rss,wood,,en_ly,woodenly,target,s,0.0,1,n,l,woodelly,2,8,real,block2
champaigr,champaign,r,champaign,,,champaign,control,r,,8,n,r,champaigr,3,9,real,block2
lamer,lamel,rs,lam,,er,lamer,target,s,0.0,1,r,l,lamel,1,5,real,block2
property,kroperty,r,property,,,property,control,r,,0,p,k,kroperty,1,8,real,block2
watcher,watcher,rs,watch,,er,watcher,target,s,0.0,0,e,a,watchar,0,7,real,block2
woranizer,woranizer,rss,woman,,iz_er,womanizer,target,r,,2,m,r,woranizer,2,9,real,block2
family,famoly,r,family,,,family,control,r,,3,i,o,famoly,1,6,real,block2
artillery,artillery,r,artillery,,,artillery,control,r,,0,a,e,ertillery,0,9,real,block2
ceremony,ceremeny,r,ceremony,,,ceremony,control,r,,5,o,e,ceremeny,1,8,real,block2
discipline,disciplene,r,discipline,,,discipline,control,r,,7,i,e,disciplene,1,10,real,block2
ligpt,ligpt,r,light,,,light,control,r,,3,h,p,ligpt,2,5,real,block2
murtgage,mortgage,r,mortgage,,,mortgage,control,r,,1,o,u,murtgage,3,8,real,block2
predispose,predispose,ppr,pose,pre_dis,,predispose,target,p,1.0,1,i,e,predespose,0,10,real,block2
upholder,apholder,prs,hold,up,er,upholder,target,p,0.0,0,u,a,apholder,1,8,real,block2
because,bucause,r,because,,,because,control,r,,1,e,u,bucause,1,7,real,block2
iconic,iconec,rs,icon,,ic,iconic,target,s,0.0,0,i,e,iconec,1,6,real,block2
apparatus,apparatus,r,apparatus,,,apparatus,control,r,,8,s,h,apparatuh,0,9,real,block2
protect,protedt,r,protect,,,protect,control,r,,5,c,d,protedt,1,7,real,block2
programme,progrimme,r,programme,,,programme,control,r,,5,a,i,progrimme,1,9,real,block2
enclose,enclose,pr,close,en,,enclose,target,r,,3,s,t,enclote,0,7,real,block2
complain,complein,r,complain,,,complain,control,r,,5,a,e,complein,1,8,real,block2
friendly,friendyy,rs,friend,,ly,friendly,target,s,0.0,0,l,y,friendyy,1,8,real,block2
sicknass,sickness,rs,sick,,ness,sickness,target,s,0.0,1,e,a,sicknass,3,8,real,block2
artifice,artifice,r,artifice,,,artifice,control,r,,4,f,h,artihice,0,8,real,block2
unlikely,unlikely,prs,like,un,ly,unlikely,target,p,0.0,0,u,e,enlikely,0,8,real,block2
umreal,umreal,pr,real,un,,unreal,target,p,0.0,1,n,m,umreal,2,6,real,block2
profess,pwofess,r,profess,,,profess,control,r,,1,r,w,pwofess,1,7,real,block2
gensory,gensory,rss,sens,,or_y,sensory,target,r,,0,s,g,gensory,2,7,real,block2
gayor,gayor,rs,gay,,er,gayer,target,s,0.0,0,e,o,gayor,2,5,real,block2
adcance,advance,r,advance,,,advance,control,r,,2,v,c,adcance,3,7,real,block2
sourness,soarness,rs,sour,,ness,sourness,target,r,,2,u,a,soarness,1,8,real,block2
unrest,unresc,pr,rest,un,,unrest,target,r,,3,t,c,unresc,1,6,real,block2
cumably,curably,rss,cur,,abl_y,curably,target,r,,2,r,m,cumably,3,7,real,block2
mephod,mephod,r,method,,,method,control,r,,2,t,p,mephod,2,6,real,block2
palar,paler,rs,pal,,er,paler,target,s,0.0,0,e,a,palar,3,5,real,block2
hopeful,hopiful,rs,hope,,ful,hopeful,target,r,,3,e,i,hopiful,1,7,real,block2
ashieve,ashieve,r,achieve,,,achieve,control,r,,1,c,s,ashieve,2,7,real,block2
threshold,threshold,r,threshold,,,threshold,control,r,,5,h,d,thresdold,0,9,real,block2
tenthwy,tenthly,rss,ten,,th_ly,tenthly,target,s,1.0,0,l,w,tenthwy,3,7,real,block2
pmivilege,privilege,r,privilege,,,privilege,control,r,,1,r,m,pmivilege,3,9,real,block2
chameleon,chameleon,r,chameleon,,,chameleon,control,r,,5,l,m,chamemeon,0,9,real,block2
disembark,disembark,ppr,bark,dis_em,,disembark,target,p,1.0,0,e,a,disambark,0,9,real,block2
champagne,cdampagne,r,champagne,,,champagne,control,r,,1,h,d,cdampagne,1,9,real,block2
secrete,secrebe,r,secrete,,,secrete,control,r,,5,t,b,secrebe,1,7,real,block2
reusable,reusabla,prs,us,re,able,reusable,target,s,0.0,3,e,a,reusabla,1,8,real,block2
comcare,compare,r,compare,,,compare,control,r,,3,p,c,comcare,3,7,real,block2
onvigorate,onvigorate,prs,vigor,in,ate,invigorate,target,p,0.0,0,i,o,onvigorate,2,10,real,block2
regard,regard,r,regard,,,regard,control,r,,5,d,c,regarc,0,6,real,block2
silhouette,silhouette,r,silhouette,,,silhouette,control,r,,8,t,p,silhouetpe,0,10,real,block2
thorough,tvorough,r,thorough,,,thorough,control,r,,1,h,v,tvorough,1,8,real,block2
straight,straigst,r,straight,,,straight,control,r,,6,h,s,straigst,1,8,real,block2
yearly,yeally,rs,year,,ly,yearly,target,r,,3,r,l,yeally,1,6,real,block2
uninform,unimform,ppr,form,un_in,,uninform,target,p,1.0,1,n,m,unimform,1,8,real,block2
solvable,solvable,rs,solv,,able,solvable,target,r,,0,s,h,holvable,0,8,real,block2
encase,encase,pr,case,en,,encase,target,p,0.0,0,e,a,ancase,0,6,real,block2
rhinoceros,rhinoceros,r,rhinoceros,,,rhinoceros,control,r,,7,r,m,rhinocemos,0,10,real,block2
charge,charge,r,charge,,,charge,control,r,,5,e,i,chargi,0,6,real,block2
womam,womam,r,woman,,,woman,control,r,,4,n,m,womam,2,5,real,block2
contrast,contrast,r,contrast,,,contrast,control,r,,6,s,t,contratt,0,8,real,block2
invalidete,invalidate,prs,valid,in,ate,invalidate,target,s,0.0,0,a,e,invalidete,3,10,real,block2
pronounce,pronounce,r,pronounce,,,pronounce,control,r,,4,o,e,proneunce,0,9,real,block2
reenact,reenect,ppr,act,re_en,,reenact,target,r,,0,a,e,reenect,1,7,real,block2
uniformry,uniformly,prs,form,uni,ly,uniformly,target,s,0.0,0,l,r,uniformry,3,9,real,block2
rerur,rerun,pr,run,re,,rerun,target,r,,2,n,r,rerur,3,5,real,block2
hieroglyph,hierogwyph,r,hieroglyph,,,hieroglyph,control,r,,6,l,w,hierogwyph,1,10,real,block2
paradigm,paradigm,r,paradigm,,,paradigm,control,r,,2,r,y,payadigm,0,8,real,block2
unshaven,unshaven,prs,shav,un,en,unshaven,target,p,0.0,0,u,i,inshaven,0,8,real,block2
tallest,tallest,rs,tall,,est,tallest,target,s,0.0,1,s,d,talledt,0,7,real,block2
pedestrian,pedestrian,r,pedestrian,,,pedestrian,control,r,,6,r,l,pedestlian,0,10,real,block2
masquerade,mosquerade,r,masquerade,,,masquerade,control,r,,1,a,o,mosquerade,1,10,real,block2
bhyly,shyly,rs,shy,,ly,shyly,target,r,,0,s,b,bhyly,3,5,real,block2
sixthly,sixthly,rss,six,,th_ly,sixthly,target,r,,0,s,f,fixthly,0,7,real,block2
remiselign,remisalign,ppr,align,re_mis,,remisalign,target,r,,0,a,e,remiselign,3,10,real,block2
overreact,ovarreact,pr,react,over,,overreact,target,p,0.0,2,e,a,ovarreact,1,9,real,block2
standamd,standamd,r,standard,,,standard,control,r,,6,r,m,standamd,2,8,real,block2
devalue,duvalue,pr,value,de,,devalue,target,p,0.0,1,e,u,duvalue,1,7,real,block2
homocaust,homocaust,r,holocaust,,,holocaust,control,r,,2,l,m,homocaust,2,9,real,block2
medicine,medicina,r,medicine,,,medicine,control,r,,7,e,a,medicina,1,8,real,block2
tisbar,disbar,pr,bar,dis,,disbar,target,p,0.0,0,d,t,tisbar,3,6,real,block2
hiuse,house,r,house,,,house,control,r,,1,o,i,hiuse,3,5,real,block2
strensth,strength,r,strength,,,strength,control,r,,5,g,s,strensth,3,8,real,block2
remead,reread,pr,read,re,,reread,target,r,,0,r,m,remead,3,6,real,block2
misusi,misusi,pr,use,mis,,misuse,target,r,,2,e,i,misusi,2,6,real,block2
street,street,r,street,,,street,control,r,,4,e,a,streat,0,6,real,block2
rediscover,rediscoper,ppr,cover,re_dis,,rediscover,target,r,,2,v,p,rediscoper,1,10,real,block2
renewol,renewol,prs,new,re,al,renewal,target,s,0.0,0,a,o,renewol,2,7,real,block2
edder,odder,rs,odd,,er,odder,target,r,,0,o,e,edder,3,5,real,block2
fodment,fodment,rs,fob,,ment,fobment,target,r,,2,b,d,fodment,2,7,pseudo,block3
talpnemtla,talcnemtla,rss,talc,,nemt_la,talcnemtla,control,r,,3,c,p,talpnemtla,3,10,pseudo,block3
ergintaoni,ergentaoni,prss,gen,er,ta_oni,ergentaoni,control,r,,1,e,i,ergintaoni,3,10,pseudo,block3
dissoomly,dissoomlm,prs,soom,dis,ly,dissoomly,target,s,0.0,1,y,m,dissoomlm,1,9,pseudo,block3
absoowally,absoowally,prss,soom,ab,al_ly,absoomally,target,r,,3,m,w,absoowally,2,10,pseudo,block3
prolien,prolien,pr,lien,pro,,prolien,target,p,0.0,2,o,e,prelien,0,7,pseudo,block3
riektan,riektan,rs,riek,,tan,riektan,control,r,,2,e,i,riiktan,0,7,pseudo,block3
ersidnoc,ersidnac,ppr,noc,er_sid,,ersidnoc,control,r,,1,o,a,ersidnac,1,8,pseudo,block3
numofolila,numofonila,prss,mof,nu,oni_la,numofonila,control,s,0.0,1,n,l,numofolila,3,10,pseudo,block3
diskelsion,diskelsion,prs,kels,dis,ion,diskelsion,target,r,,1,e,a,diskalsion,0,10,pseudo,block3
took,took,r,pook,,,pook,control,r,,0,p,t,took,2,4,pseudo,block3
fomamist,fomalist,rss,fom,,al_ist,fomalist,target,s,0.0,1,l,m,fomamist,3,8,pseudo,block3
piw,siw,r,siw,,,siw,control,r,,0,s,p,piw,3,3,pseudo,block3
otunaut,otenaut,pr,naut,otu,,otunaut,control,p,0.0,2,u,e,otenaut,1,7,pseudo,block3
remisneh,remisneg,ppr,neg,re_mis,,remisneg,target,r,,2,g,h,remisneh,3,8,pseudo,block3
triglayl,trivlayl,rss,trig,,la_yl,triglayl,control,r,,3,g,v,trivlayl,1,8,pseudo,block3
mafonila,mafomila,rss,maf,,oni_la,mafonila,control,s,0.0,1,n,m,mafomila,1,8,pseudo,block3
rawisively,rawisively,prss,wis,re,ive_ly,rewisively,target,p,0.0,1,e,a,rawisively,2,10,pseudo,block3
rurt,rurt,r,nurt,,,nurt,target,r,,0,n,r,rurt,2,4,pseudo,block3
nutalclayl,nutalclayl,prss,talc,nu,la_yl,nutalclayl,control,s,0.0,0,l,m,nutalcmayl,0,10,pseudo,block3
denulter,denulter,prs,nurt,de,er,denurter,target,r,,2,r,l,denulter,2,8,pseudo,block3
refamation,refamatien,prss,fam,re,at_ion,refamation,target,s,1.0,1,o,e,refamatien,1,10,pseudo,block3
outteak,outteek,pr,teak,out,,outteak,target,r,,2,a,e,outteek,1,7,pseudo,block3
