first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
plemistake,plemistake,ppr,pre_mis,take,,premistake,target,p,0.0,1,r,l,plemistake,2,10,real,block1
caricatura,caricature,r,,caricature,,caricature,control,r,,9,e,a,caricatura,3,10,real,block1
nurtmontal,nurtmental,rss,,nurt,ment_al,nurtmental,target,s,0.0,1,e,o,nurtmontal,3,10,pseudo,block2
selkouisym,selkouisyl,rss,,selk,ouis_yl,selkouisyl,control,s,1.0,1,l,m,selkouisym,3,10,pseudo,block2
wirk,werk,r,,werk,,werk,control,r,,1,e,i,wirk,3,4,pseudo,block2
takulfyl,takulfyl,rss,,tek,ulf_yl,tekulfyl,control,r,,1,e,a,takulfyl,2,8,pseudo,block2
reylasim,remlasim,rss,,rem,la_sim,remlasim,control,r,,2,m,y,reylasim,3,8,pseudo,block2
peakically,teakically,rsss,,teak,ic_al_ly,teakically,target,r,,0,t,p,peakically,3,10,pseudo,block2
cet,tet,r,,cet,,cet,target,r,,0,c,t,tet,1,3,pseudo,block2
toer,teer,r,,teer,,teer,target,r,,1,e,o,toer,3,4,pseudo,block2
feegsit,feetsit,rs,,feeg,sit,feegsit,control,r,,3,g,t,feetsit,1,7,pseudo,block2
misalksens,misalksens,prs,mi,selk,sens,miselksens,control,r,,1,e,a,misalksens,2,10,pseudo,block2
girp,girt,r,,girt,,girt,target,r,,3,t,p,girp,3,4,pseudo,block2
twiglazei,triglazei,rss,,trig,la_zei,triglazei,control,r,,1,r,w,twiglazei,3,9,pseudo,block2
hetalist,cetalist,rss,,cet,al_ist,cetalist,target,r,,0,c,h,hetalist,3,8,pseudo,block2
kelsically,kelsicalyy,rsss,,kels,ic_al_ly,kelsically,target,s,2.0,0,l,y,kelsicalyy,1,10,pseudo,block2
keimant,keamant,rs,,keam,ant,keamant,target,r,,2,a,i,keimant,3,7,pseudo,block2
liemically,liemically,rsss,,lien,ic_al_ly,lienically,target,r,,3,n,m,liemically,2,10,pseudo,block2
meaklasit,meiklasit,rss,,meak,la_sit,meaklasit,control,r,,2,a,i,meiklasit,1,9,pseudo,block2
reovercot,reovercot,ppr,re_over,cet,,reovercet,target,r,,1,e,o,reovercot,2,9,pseudo,block2
neg,reg,r,,neg,,neg,target,r,,0,n,r,reg,1,3,pseudo,block2
irfradla,irfradla,prs,er,frad,la,erfradla,control,p,0.0,0,e,i,irfradla,2,8,pseudo,block2
ersimgen,ersomgen,ppr,er_sim,gen,,ersimgen,control,p,1.0,1,i,o,ersomgen,1,8,pseudo,block2
taccilayl,teccilayl,rsss,,tec,ci_la_yl,teccilayl,control,r,,1,e,a,taccilayl,3,9,pseudo,block2
nubofelba,nubofelba,prs,nu,bof,elba,nubofelba,control,p,0.0,1,u,o,nobofelba,0,9,pseudo,block2
cunhul,cunful,rs,,cun,ful,cunful,target,s,0.0,0,f,h,cunhul,3,6,pseudo,block2
morically,merically,rsss,,mer,ic_al_ly,merically,target,r,,1,e,o,morically,3,9,pseudo,block2
untaunicil,untaunical,prss,un,taun,ic_al,untaunical,target,s,1.0,0,a,i,untaunicil,3,10,pseudo,block2
reoutgloc,reoutgloc,ppr,re_out,gloc,,reoutgloc,target,r,,0,g,h,reouthloc,0,9,pseudo,block2
toncult,tonculf,rs,,tonc,ulf,tonculf,control,s,0.0,2,f,t,toncult,3,7,pseudo,block2
orsidreet,ersidreet,ppr,er_sid,reet,,ersidreet,control,p,0.0,0,e,o,orsidreet,3,9,pseudo,block2
prediswas,prediswas,ppr,pre_dis,wis,,prediswis,target,r,,1,i,a,prediswas,2,9,pseudo,block2
talcti,talcti,rs,,talc,ci,talcci,control,s,0.0,0,c,t,talcti,2,6,pseudo,block2
werkelf,werkelf,rs,,werk,ulf,werkulf,control,s,0.0,0,u,e,werkelf,2,7,pseudo,block2
unlienable,unlienable,prs,un,lien,able,unlienable,target,r,,3,n,r,unlierable,0,10,pseudo,block2
repsimmop,repsimmof,ppr,rep_sim,mof,,repsimmof,control,r,,2,f,p,repsimmop,3,9,pseudo,block2
sihsargeru,sihsargeru,prs,sid,sarg,eru,sidsargeru,control,p,0.0,2,d,h,sihsargeru,2,10,pseudo,block2
soomic,sooyic,rs,,soom,ic,soomic,target,r,,3,m,y,sooyic,1,6,pseudo,block2
premistaun,premistaun,ppr,pre_mis,taun,,premistaun,target,p,1.0,1,i,a,premastaun,0,10,pseudo,block2
disteerure,disteorure,prs,dis,teer,ure,disteerure,target,r,,2,e,o,disteorure,1,10,pseudo,block2
fnad,frad,r,,frad,,frad,control,r,,1,r,n,fnad,3,4,pseudo,block2
sawgulfyl,sawgulfyl,rss,,sarg,ulf_yl,sargulfyl,control,r,,2,r,w,sawgulfyl,2,9,pseudo,block2
gancilayl,gencilayl,rsss,,gen,ci_la_yl,gencilayl,control,r,,1,e,a,gancilayl,3,9,pseudo,block2
diserkrew,disemkrew,ppr,dis_em,krew,,disemkrew,target,p,1.0,1,m,r,diserkrew,3,9,pseudo,block2
utclat,utclat,pr,up,clat,,upclat,target,p,0.0,1,p,t,utclat,2,6,pseudo,block2
sidmereet,sismereet,ppr,sid_me,reet,,sidmereet,control,p,0.0,2,d,s,sismereet,1,9,pseudo,block2
pook,pook,r,,pook,,pook,control,r,,0,p,g,gook,0,4,pseudo,block2
nibofiviyl,nibofeviyl,prss,ni,bof,evi_yl,nibofeviyl,control,s,0.0,0,e,i,nibofiviyl,3,10,pseudo,block2
sidmebof,hidmebof,ppr,sid_me,bof,,sidmebof,control,p,0.0,0,s,h,hidmebof,1,8,pseudo,block2
taunanh,taunant,rs,,taun,ant,taunant,target,s,0.0,2,t,h,taunanh,3,7,pseudo,block2
soomarize,soomarize,rss,,soom,al_ize,soomalize,target,s,0.0,1,l,r,soomarize,2,9,pseudo,block2
kelsful,kelssul,rs,,kels,ful,kelsful,target,s,0.0,0,f,s,kelssul,1,7,pseudo,block2
frasalism,frasalism,rss,,gras,al_ism,grasalism,target,r,,0,g,f,frasalism,2,9,pseudo,block2
meagonila,meakonila,rss,,meak,oni_la,meakonila,control,r,,3,k,g,meagonila,3,9,pseudo,block2
merate,merase,rs,,mer,ate,merate,target,s,0.0,1,t,s,merase,1,6,pseudo,block2
otumaut,otumaut,pr,otu,naut,,otunaut,control,r,,0,n,m,otumaut,2,7,pseudo,block2
ungirticel,ungirtical,prss,un,girt,ic_al,ungirtical,target,s,1.0,0,a,e,ungirticel,3,10,pseudo,block2
anfamantly,infamantly,prss,in,fam,ant_ly,infamantly,target,p,0.0,0,i,a,anfamantly,3,10,pseudo,block2
goftan,goftan,rs,,bof,tan,boftan,control,r,,0,b,g,goftan,2,6,pseudo,block2
mistetour,mistetour,prs,mis,ket,our,misketour,target,r,,0,k,t,mistetour,2,9,pseudo,block2
fobically,fobically,rsss,,fob,ic_al_ly,fobically,target,s,0.0,0,i,a,fobacally,0,9,pseudo,block2
werksans,werksans,rs,,werk,sens,werksens,control,s,0.0,1,e,a,werksans,2,8,pseudo,block2
con,hon,r,,con,,con,target,r,,0,c,h,hon,1,3,pseudo,block2
nimeukelba,nimeukelba,prs,ni,meak,elba,nimeakelba,control,r,,2,a,u,nimeukelba,2,10,pseudo,block2
inkoopness,inkoopness,prs,in,koop,ness,inkoopness,target,r,,1,o,a,inkaopness,0,10,pseudo,block2
buswerk,buswirk,pr,bus,werk,,buswerk,control,r,,1,e,i,buswirk,1,7,pseudo,block2
nunurtulf,nunurtulf,prs,nu,nurd,ulf,nunurdulf,control,r,,3,d,t,nunurtulf,2,9,pseudo,block2
erotunac,erotunac,ppr,er_otu,noc,,erotunoc,control,r,,1,o,a,erotunac,2,8,pseudo,block2
taun,taen,r,,taun,,taun,target,r,,2,u,e,taen,1,4,pseudo,block2
proteerion,preteerion,prs,pro,teer,ion,proteerion,target,p,0.0,2,o,e,preteerion,1,10,pseudo,block2
feeganca,feegenca,rs,,feeg,enca,feegenca,control,s,0.0,0,e,a,feeganca,3,8,pseudo,block2
fof,bof,r,,bof,,bof,control,r,,0,b,f,fof,3,3,pseudo,block2
nurocelba,nurocelba,prs,nu,noc,elba,nunocelba,control,r,,0,n,r,nurocelba,2,9,pseudo,block2
rikoopal,rekoopal,prs,re,koop,al,rekoopal,target,p,0.0,1,e,i,rikoopal,3,8,pseudo,block2
selkcilayl,selkcilayl,rsss,,selk,ci_la_yl,selkcilayl,control,r,,2,l,y,seykcilayl,0,10,pseudo,block2
unnegally,unnegallm,prss,un,neg,al_ly,unnegally,target,s,1.0,1,y,m,unnegallm,1,9,pseudo,block2
trig,trig,r,,trig,,trig,control,r,,3,g,t,trit,0,4,pseudo,block2
siwanila,siwanila,rss,,siw,oni_la,siwonila,control,s,0.0,0,o,a,siwanila,2,8,pseudo,block2
youk,youk,r,,louk,,louk,control,r,,0,l,y,youk,2,4,pseudo,block2
contnoss,contnoss,rs,,cont,ness,contness,target,s,0.0,1,e,o,contnoss,2,8,pseudo,block2
empook,erpook,pr,er,pook,,erpook,control,p,0.0,1,r,m,empook,3,6,pseudo,block2
cetance,cehance,rs,,cet,ance,cetance,target,r,,2,t,h,cehance,1,7,pseudo,block2
subgloc,sebgloc,pr,sub,gloc,,subgloc,target,p,0.0,1,u,e,sebgloc,1,7,pseudo,block2
taunfully,taanfully,rss,,taun,ful_ly,taunfully,target,r,,2,u,a,taanfully,1,9,pseudo,block2
outcont,outconp,pr,out,cont,,outcont,target,r,,3,t,p,outconp,1,7,pseudo,block2
keir,keim,r,,keir,,keir,target,r,,3,r,m,keim,1,4,pseudo,block2
nutrunlayl,nutrunlayl,prss,nu,trun,la_yl,nutrunlayl,control,s,0.0,1,a,u,nutrunluyl,0,10,pseudo,block2
numouk,nulouk,pr,nu,louk,,nulouk,control,r,,0,l,m,numouk,3,6,pseudo,block2
numafcila,nurafcila,prss,nu,maf,ci_la,numafcila,control,r,,0,m,r,nurafcila,1,9,pseudo,block2
reutcilayl,reutcilayl,rsss,,reet,ci_la_yl,reetcilayl,control,r,,2,e,u,reutcilayl,2,10,pseudo,block2
unketfur,unketful,prs,un,ket,ful,unketful,target,s,0.0,2,l,r,unketfur,3,8,pseudo,block2
ehreetezi,edreetezi,prs,ed,reet,ezi,edreetezi,control,p,0.0,1,d,h,ehreetezi,3,9,pseudo,block2
inconively,inconicely,prss,in,con,ive_ly,inconively,target,s,0.0,1,v,c,inconicely,1,10,pseudo,block2
mer,mer,r,,mer,,mer,target,r,,2,r,w,mew,0,3,pseudo,block2
subkels,subkels,pr,sub,kels,,subkels,target,r,,3,s,p,subkelp,0,7,pseudo,block2
taerically,taerically,rsss,,teer,ic_al_ly,teerically,target,r,,1,e,a,taerically,2,10,pseudo,block2
unconabme,unconable,prs,un,con,able,unconable,target,s,0.0,2,l,m,unconabme,3,9,pseudo,block2
rekisfam,redisfam,ppr,re_dis,fam,,redisfam,target,p,1.0,0,d,k,rekisfam,3,8,pseudo,block2
nubofcila,nubofcila,prss,nu,bof,ci_la,nubofcila,control,r,,2,f,g,nubogcila,0,9,pseudo,block2
overkoul,ovemkoul,pr,over,koul,,overkoul,target,p,0.0,3,r,m,ovemkoul,1,8,pseudo,block2
neselk,neselk,pr,ne,selk,,neselk,control,p,0.0,0,n,m,meselk,0,6,pseudo,block2
contfulll,contfulll,rss,,cont,ful_ly,contfully,target,s,1.0,1,y,l,contfulll,2,9,pseudo,block2
nurdcilayl,nurdcilayl,rsss,,nurd,ci_la_yl,nurdcilayl,control,r,,1,u,a,nardcilayl,0,10,pseudo,block2
nuteclayl,ruteclayl,prss,nu,tec,la_yl,nuteclayl,control,p,0.0,0,n,r,ruteclayl,1,9,pseudo,block2
fradcilayl,fradcilayl,rsss,,frad,ci_la_yl,fradcilayl,control,s,1.0,1,a,e,fradcileyl,0,10,pseudo,block2
toak,teak,r,,teak,,teak,target,r,,1,e,o,toak,3,4,pseudo,block2
gras,gras,r,,gras,,gras,target,r,,2,a,e,gres,0,4,pseudo,block2
glocically,glocicarly,rsss,,gloc,ic_al_ly,glocically,target,s,1.0,1,l,r,glocicarly,1,10,pseudo,block2
dekoopize,dekoopize,prs,de,koop,ize,dekoopize,target,s,0.0,1,z,t,dekoopite,0,9,pseudo,block2
reteer,reteer,pr,re,teer,,reteer,target,r,,2,e,o,reteor,0,6,pseudo,block2
nusargmayl,nusargmayl,prss,nu,sarg,la_yl,nusarglayl,control,s,0.0,0,l,m,nusargmayl,2,10,pseudo,block2
louketa,looketa,rs,,louk,eta,louketa,control,r,,2,u,o,looketa,1,7,pseudo,block2
ersidmerk,ersidmerk,ppr,er_sid,werk,,ersidwerk,control,r,,0,w,m,ersidmerk,2,9,pseudo,block2
unfomamly,unfomally,prss,un,fom,al_ly,unfomally,target,s,0.0,1,l,m,unfomamly,3,9,pseudo,block2
clatically,clatically,rsss,,clat,ic_al_ly,clatically,target,r,,2,a,e,cletically,0,10,pseudo,block2
nurt,nurt,r,,nurt,,nurt,target,r,,2,r,m,numt,0,4,pseudo,block2
salccilayl,salccilayl,rsss,,talc,ci_la_yl,talccilayl,control,r,,0,t,s,salccilayl,2,10,pseudo,block2
lien,liin,r,,lien,,lien,target,r,,2,e,i,liin,1,4,pseudo,block2
bespook,buspook,pr,bus,pook,,buspook,control,p,0.0,1,u,e,bespook,3,7,pseudo,block2
keat,keet,r,,keat,,keat,control,r,,2,a,e,keet,1,4,pseudo,block2
glocarly,glocally,rss,,gloc,al_ly,glocally,target,s,0.0,1,l,r,glocarly,3,8,pseudo,block2
nusiwditci,nusiwsitci,prss,nu,siw,sit_ci,nusiwsitci,control,s,0.0,0,s,d,nusiwditci,3,10,pseudo,block2
sensory,sensory,rss,,sens,or_y,sensory,target,r,,1,e,a,sansory,0,7,real,block3
mortgage,mortgage,r,,mortgage,,mortgage,control,r,,3,t,h,morhgage,0,8,real,block3
prostitute,prostihute,r,,prostitute,,prostitute,control,r,,6,t,h,prostihute,1,10,real,block3
repar,repar,pr,re,pay,,repay,target,r,,2,y,r,repar,2,5,real,block3
unaarthly,unearthly,prs,un,earth,ly,unearthly,target,r,,0,e,a,unaarthly,3,9,real,block3
dlatform,dlatform,r,,platform,,platform,control,r,,0,p,d,dlatform,2,8,real,block3
yeoutsmart,yeoutsmart,ppr,re_out,smart,,reoutsmart,target,p,0.0,0,r,y,yeoutsmart,2,10,real,block3
cartridge,cartridge,r,,cartridge,,cartridge,control,r,,6,d,c,cartricge,0,9,real,block3
cememony,ceremony,r,,ceremony,,ceremony,control,r,,2,r,m,cememony,3,8,real,block3
dolphin,dolphin,r,,dolphin,,dolphin,control,r,,3,p,t,dolthin,0,7,real,block3
shenanigan,shenanigen,r,,shenanigan,,shenanigan,control,r,,8,a,e,shenanigen,1,10,real,block3
surfer,surfer,rs,,surf,er,surfer,target,r,,0,s,c,curfer,0,6,real,block3
diserbody,diserbody,ppr,dis_em,body,,disembody,target,p,1.0,1,m,r,diserbody,2,9,real,block3
upgrade,upgrado,pr,up,grade,,upgrade,target,r,,4,e,o,upgrado,1,7,real,block3
sowvable,solvable,rs,,solv,able,solvable,target,r,,2,l,w,sowvable,3,8,real,block3
eucalyptus,eucalyptis,r,,eucalyptus,,eucalyptus,control,r,,8,u,i,eucalyptis,1,10,real,block3
reusabre,reusable,prs,re,us,able,reusable,target,s,0.0,2,l,r,reusabre,3,8,real,block3
pedestrian,pedestrian,r,,pedestrian,,pedestrian,control,r,,1,e,i,pidestrian,0,10,real,block3
persuade,pertuade,r,,persuade,,persuade,control,r,,3,s,t,pertuade,1,8,real,block3
uncut,encut,pr,un,cut,,uncut,target,p,0.0,0,u,e,encut,1,5,real,block3
paradise,paradise,r,,paradise,,paradise,control,r,,0,p,d,daradise,0,8,real,block3
silhouette,silhouetti,r,,silhouette,,silhouette,control,r,,9,e,i,silhouetti,1,10,real,block3
absolude,absolude,r,,absolute,,absolute,control,r,,6,t,d,absolude,2,8,real,block3
woefully,woefully,rss,,woe,ful_ly,woefully,target,s,0.0,0,f,t,woetully,0,8,real,block3
medicine,medicine,r,,medicine,,medicine,control,r,,6,n,r,medicire,0,8,real,block3
reimpors,reimport,ppr,re_im,port,,reimport,target,r,,3,t,s,reimpors,3,8,real,block3
license,micense,r,,license,,license,control,r,,0,l,m,micense,1,7,real,block3
salmonilla,salmonella,r,,salmonella,,salmonella,control,r,,6,e,i,salmonilla,3,10,real,block3
