first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
property,property,r,,property,,property,control,r,,4,e,o,proporty,0,8,real,block1
invalidate,invalidate,prs,in,valid,ate,invalidate,target,p,0.0,1,n,l,ilvalidate,0,10,real,block1
unhappier,unhoppier,prs,un,happ,ier,unhappier,target,r,,1,a,o,unhoppier,1,9,real,block1
surfer,surger,rs,,surf,er,surfer,target,r,,3,f,g,surger,1,6,real,block1
opinion,epinion,r,,opinion,,opinion,control,r,,0,o,e,epinion,1,7,real,block1
whila,whila,r,,while,,while,control,r,,4,e,a,whila,2,5,real,block1
chimganzee,chimganzee,r,,chimpanzee,,chimpanzee,control,r,,4,p,g,chimganzee,2,10,real,block1
womanize,womanize,rs,,woman,ize,womanize,target,r,,4,n,l,womalize,0,8,real,block1
hoseful,hopeful,rs,,hope,ful,hopeful,target,r,,2,p,s,hoseful,3,7,real,block1
propaganda,propaganda,r,,propaganda,,propaganda,control,r,,1,r,l,plopaganda,0,10,real,block1
reoutserl,reoutserl,ppr,re_out,sell,,reoutsell,target,r,,2,l,r,reoutserl,2,9,real,block1
famically,famicallm,rsss,,fam,ic_al_ly,famically,target,s,2.0,1,y,m,famicallm,1,9,pseudo,block2
vaunfully,taunfully,rss,,taun,ful_ly,taunfully,target,r,,0,t,v,vaunfully,3,9,pseudo,block2
ungmocally,unglocally,prss,un,gloc,al_ly,unglocally,target,r,,1,l,m,ungmocally,3,10,pseudo,block2
ertekeviyy,ertekeviyy,prss,er,tek,evi_yl,ertekeviyl,control,s,1.0,1,l,y,ertekeviyy,2,10,pseudo,block2
nitrun,nitrun,pr,ni,trun,,nitrun,control,r,,1,r,y,nityun,0,6,pseudo,block2
retecun,redecun,ppr,re_de,cun,,redecun,target,p,1.0,0,d,t,retecun,3,7,pseudo,block2
ketistuc,ketistic,rss,,ket,ist_ic,ketistic,target,s,1.0,0,i,u,ketistuc,3,8,pseudo,block2
tonculfyl,tonculfyl,rss,,tonc,ulf_yl,tonculfyl,control,r,,0,t,z,zonculfyl,0,9,pseudo,block2
raetyl,reetyl,rs,,reet,yl,reetyl,control,r,,1,e,a,raetyl,3,6,pseudo,block2
prowis,prowig,pr,pro,wis,,prowis,target,r,,2,s,g,prowig,1,6,pseudo,block2
reinrurt,reinnurt,ppr,re_in,nurt,,reinnurt,target,r,,0,n,r,reinrurt,3,8,pseudo,block2
ingirtness,ingirtnest,prs,in,girt,ness,ingirtness,target,s,0.0,3,s,t,ingirtnest,1,10,pseudo,block2
edcolgizi,edcolgezi,prs,ed,colg,ezi,edcolgezi,control,s,0.0,0,e,i,edcolgizi,3,9,pseudo,block2
hrun,hrun,r,,drun,,drun,target,r,,0,d,h,hrun,2,4,pseudo,block2
innegity,inmegity,prs,in,neg,ity,innegity,target,r,,0,n,m,inmegity,1,8,pseudo,block2
muclasitci,nuclasitci,rsss,,nuc,la_sit_ci,nuclasitci,control,r,,0,n,m,muclasitci,3,10,pseudo,block2
bofouisyl,bofouisyl,rss,,bof,ouis_yl,bofouisyl,control,r,,0,b,s,sofouisyl,0,9,pseudo,block2
erniriet,erniriek,ppr,er_ni,riek,,erniriek,control,r,,3,k,t,erniriet,3,8,pseudo,block2
umcunical,uncunical,prss,un,cun,ic_al,uncunical,target,p,0.0,1,n,m,umcunical,3,9,pseudo,block2
kiir,kiir,r,,keir,,keir,target,r,,1,e,i,kiir,2,4,pseudo,block2
feegcilayl,teegcilayl,rsss,,feeg,ci_la_yl,feegcilayl,control,r,,0,f,t,teegcilayl,1,10,pseudo,block2
overcon,overcen,pr,over,con,,overcon,target,r,,1,o,e,overcen,1,7,pseudo,block2
meselksens,miselksens,prs,mi,selk,sens,miselksens,control,p,0.0,1,i,e,meselksens,3,10,pseudo,block2
uykelsally,uykelsally,prss,un,kels,al_ly,unkelsally,target,p,0.0,1,n,y,uykelsally,2,10,pseudo,block2
srokelsion,prokelsion,prs,pro,kels,ion,prokelsion,target,p,0.0,0,p,s,srokelsion,3,10,pseudo,block2
nisoweta,nisiweta,prs,ni,siw,eta,nisiweta,control,r,,1,i,o,nisoweta,3,8,pseudo,block2
rediswis,rediswis,ppr,re_dis,wis,,rediswis,target,p,1.0,0,d,t,retiswis,0,8,pseudo,block2
tectan,tecban,rs,,tec,tan,tectan,control,s,0.0,0,t,b,tecban,1,6,pseudo,block2
unmeristic,unmeristic,prss,un,mer,ist_ic,unmeristic,target,p,0.0,0,u,a,anmeristic,0,10,pseudo,block2
unplatable,unplatable,prs,un,clat,able,unclatable,target,r,,0,c,p,unplatable,2,10,pseudo,block2
empmof,erpmof,pr,erp,mof,,erpmof,control,p,0.0,1,r,m,empmof,3,6,pseudo,block2
feaglayit,feaglayit,rss,,feeg,la_yit,feeglayit,control,r,,2,e,a,feaglayit,2,9,pseudo,block2
teklasitci,teklasitci,rsss,,tek,la_sit_ci,teklasitci,control,s,1.0,1,i,a,teklasatci,0,10,pseudo,block2
sidreeteru,sidreeteru,prs,sid,reet,eru,sidreeteru,control,r,,0,r,w,sidweeteru,0,10,pseudo,block2
keamically,keamically,rsss,,keam,ic_al_ly,keamically,target,s,2.0,1,y,l,keamicalll,0,10,pseudo,block2
inlis,inwis,pr,in,wis,,inwis,target,r,,0,w,l,inlis,3,5,pseudo,block2
unfamally,unfamelly,prss,un,fam,al_ly,unfamally,target,s,0.0,0,a,e,unfamelly,1,9,pseudo,block2
tain,taun,r,,taun,,taun,target,r,,2,u,i,tain,3,4,pseudo,block2
noccilayl,noccilayl,rsss,,noc,ci_la_yl,noccilayl,control,s,2.0,1,l,m,noccilaym,0,9,pseudo,block2
bunion,cunion,rs,,cun,ion,cunion,target,r,,0,c,b,bunion,3,6,pseudo,block2
conalistoc,conalistoc,rsss,,con,al_ist_ic,conalistic,target,s,2.0,0,i,o,conalistoc,2,10,pseudo,block2
sargce,sargci,rs,,sarg,ci,sargci,control,s,0.0,1,i,e,sargce,3,6,pseudo,block2
unfamistic,unfamistic,prss,un,fam,ist_ic,unfamistic,target,r,,1,a,o,unfomistic,0,10,pseudo,block2
wesically,wisically,rsss,,wis,ic_al_ly,wisically,target,r,,1,i,e,wesically,3,9,pseudo,block2
trigsim,trigsim,rs,,trig,sim,trigsim,control,r,,2,i,o,trogsim,0,7,pseudo,block2
colgeta,colgeto,rs,,colg,eta,colgeta,control,s,0.0,2,a,o,colgeto,1,7,pseudo,block2
atutec,atutec,pr,otu,tec,,otutec,control,p,0.0,0,o,a,atutec,2,6,pseudo,block2
keatouisyl,keatouisyl,rss,,keat,ouis_yl,keatouisyl,control,r,,1,e,i,kiatouisyl,0,10,pseudo,block2
kelsoously,kelsoously,rss,,kels,ious_ly,kelsiously,target,s,0.0,0,i,o,kelsoously,2,10,pseudo,block2
rifomable,refomable,prs,re,fom,able,refomable,target,p,0.0,1,e,i,rifomable,3,9,pseudo,block2
girtness,girtness,rs,,girt,ness,girtness,target,r,,2,r,m,gimtness,0,8,pseudo,block2
ersidgen,ersidgen,ppr,er_sid,gen,,ersidgen,control,r,,1,e,u,ersidgun,0,8,pseudo,block2
hruncilayl,hruncilayl,rsss,,trun,ci_la_yl,truncilayl,control,r,,0,t,h,hruncilayl,2,10,pseudo,block2
ersimneil,ersimneiy,ppr,er_sim,neil,,ersimneil,control,r,,3,l,y,ersimneiy,1,9,pseudo,block2
talc,talc,r,,talc,,talc,control,r,,3,c,d,tald,0,4,pseudo,block2
abfobally,abfebally,prss,ab,fob,al_ly,abfobally,target,r,,1,o,e,abfebally,1,9,pseudo,block2
meak,yeak,r,,meak,,meak,control,r,,0,m,y,yeak,1,4,pseudo,block2
overgras,overgras,pr,over,gras,,overgras,target,r,,3,s,d,overgrad,0,8,pseudo,block2
rieksens,rieksens,rs,,riek,sens,rieksens,control,r,,1,i,a,raeksens,0,8,pseudo,block2
eredneim,eredneim,ppr,er_ed,neil,,eredneil,control,r,,3,l,m,eredneim,2,8,pseudo,block2
neimla,neilla,rs,,neil,la,neilla,control,r,,3,l,m,neimla,3,6,pseudo,block2
druniously,druniouslm,rss,,drun,ious_ly,druniously,target,s,1.0,1,y,m,druniouslm,1,10,pseudo,block2
feeh,feeg,r,,feeg,,feeg,control,r,,3,g,h,feeh,3,4,pseudo,block2
fomality,fomility,rss,,fom,al_ity,fomality,target,s,0.0,0,a,i,fomility,1,8,pseudo,block2
teklayl,teklayl,rss,,tek,la_yl,teklayl,control,r,,2,k,h,tehlayl,0,7,pseudo,block2
abfamality,abfamalitw,prss,ab,fam,al_ity,abfamality,target,s,1.0,2,y,w,abfamalitw,1,10,pseudo,block2
unikoully,unikoully,prs,uni,koul,ly,unikoully,target,s,0.0,1,y,r,unikoullr,0,9,pseudo,block2
hoop,hoop,r,,koop,,koop,target,r,,0,k,h,hoop,2,4,pseudo,block2
reconuc,reconuc,pr,revo,nuc,,revonuc,control,p,0.0,2,v,c,reconuc,2,7,pseudo,block2
niselk,niselk,pr,ni,selk,,niselk,control,r,,3,k,t,niselt,0,6,pseudo,block2
overmerive,overmerive,prs,over,mer,ive,overmerive,target,p,0.0,3,r,y,oveymerive,0,10,pseudo,block2
keatsitci,teatsitci,rss,,keat,sit_ci,keatsitci,control,r,,0,k,t,teatsitci,1,9,pseudo,block2
werklazei,werklazei,rss,,werk,la_zei,werklazei,control,r,,3,k,c,werclazei,0,9,pseudo,block2
siwcilayl,siwcileyl,rsss,,siw,ci_la_yl,siwcilayl,control,s,1.0,1,a,e,siwcileyl,1,9,pseudo,block2
verobofevi,verobofevi,prs,vero,bof,evi,verobofevi,control,s,0.0,2,i,e,verobofeve,0,10,pseudo,block2
cun,con,r,,cun,,cun,target,r,,1,u,o,con,1,3,pseudo,block2
ketalize,ketalize,rss,,ket,al_ize,ketalize,target,s,1.0,1,z,k,ketalike,0,8,pseudo,block2
erreetelba,erreetelba,prs,er,reet,elba,erreetelba,control,r,,2,e,o,erreotelba,0,10,pseudo,block2
nunocison,nunocison,prs,nu,nuc,ison,nunucison,control,r,,1,u,o,nunocison,2,9,pseudo,block2
reoverris,reoverris,ppr,re_over,wis,,reoverwis,target,r,,0,w,r,reoverris,2,9,pseudo,block2
ernitec,ernitek,ppr,er_ni,tek,,ernitek,control,r,,2,k,c,ernitec,3,7,pseudo,block2
ersidwerk,ersidwurk,ppr,er_sid,werk,,ersidwerk,control,r,,1,e,u,ersidwurk,1,9,pseudo,block2
keerally,keerally,rss,,keir,al_ly,keirally,target,r,,2,i,e,keerally,2,8,pseudo,block2
redishet,rediscet,ppr,re_dis,cet,,rediscet,target,r,,0,c,h,redishet,3,8,pseudo,block2
nugensitci,nugensitco,prss,nu,gen,sit_ci,nugensitci,control,s,1.0,1,i,o,nugensitco,1,10,pseudo,block2
disemkelh,disemkels,ppr,dis_em,kels,,disemkels,target,r,,3,s,h,disemkelh,3,9,pseudo,block2
nag,nag,r,,neg,,neg,target,r,,1,e,a,nag,2,3,pseudo,block2
merically,memically,rsss,,mer,ic_al_ly,merically,target,r,,2,r,m,memically,1,9,pseudo,block2
drunate,drunate,rs,,drun,ate,drunate,target,s,0.0,0,a,e,drunete,0,7,pseudo,block2
premisdamf,premisdarf,ppr,pre_mis,darf,,premisdarf,target,r,,2,r,m,premisdamf,3,10,pseudo,block2
keiritally,keiritally,rsss,,keir,ic_al_ly,keirically,target,s,0.0,1,c,t,keiritally,2,10,pseudo,block2
eroteriek,eroturiek,ppr,er_otu,riek,,eroturiek,control,p,1.0,2,u,e,eroteriek,3,9,pseudo,block2
keatcilayn,keatcilayl,rsss,,keat,ci_la_yl,keatcilayl,control,s,2.0,1,l,n,keatcilayn,3,10,pseudo,block2
clatically,cratically,rsss,,clat,ic_al_ly,clatically,target,r,,1,l,r,cratically,1,10,pseudo,block2
bafradrayl,bafradrayl,prss,ba,frad,la_yl,bafradlayl,control,s,0.0,0,l,r,bafradrayl,2,10,pseudo,block2
erednuc,eyednuc,ppr,er_ed,nuc,,erednuc,control,p,0.0,1,r,y,eyednuc,1,7,pseudo,block2
taunically,taunically,rsss,,taun,ic_al_ly,taunically,target,r,,1,a,o,tounically,0,10,pseudo,block2
mooscilayl,moosciliyl,rsss,,moos,ci_la_yl,mooscilayl,control,s,1.0,1,a,i,moosciliyl,1,10,pseudo,block2
nucoltlayl,nucolglayl,prss,nu,colg,la_yl,nucolglayl,control,r,,3,g,t,nucoltlayl,3,10,pseudo,block2
koopism,koopism,rs,,koop,ism,koopism,target,r,,0,k,p,poopism,0,7,pseudo,block2
premisneg,premitneg,ppr,pre_mis,neg,,premisneg,target,p,1.0,2,s,t,premitneg,1,9,pseudo,block2
niselkelbu,niselkelba,prs,ni,selk,elba,niselkelba,control,s,0.0,3,a,u,niselkelbu,3,10,pseudo,block2
sras,gras,r,,gras,,gras,target,r,,0,g,s,sras,3,4,pseudo,block2
miscint,miscint,pr,mis,cont,,miscont,target,r,,1,o,i,miscint,2,7,pseudo,block2
nurtalist,nurtamist,rss,,nurt,al_ist,nurtalist,target,s,0.0,1,l,m,nurtamist,1,9,pseudo,block2
nunuwdlayl,nunurdlayl,prss,nu,nurd,la_yl,nunurdlayl,control,r,,2,r,w,nunuwdlayl,3,10,pseudo,block2
krewistic,krewistic,rss,,krew,ist_ic,krewistic,target,s,1.0,0,i,u,krewistuc,0,9,pseudo,block2
eradlouk,eredlouk,ppr,er_ed,louk,,eredlouk,control,p,1.0,0,e,a,eradlouk,3,8,pseudo,block2
redetaun,redetaen,ppr,re_de,taun,,redetaun,target,r,,2,u,e,redetaen,1,8,pseudo,block2
reedulf,reetulf,rs,,reet,ulf,reetulf,control,r,,3,t,d,reedulf,3,7,pseudo,block2
infobively,infobivaly,prss,in,fob,ive_ly,infobively,target,s,0.0,2,e,a,infobivaly,1,10,pseudo,block2
keirmental,keormental,rss,,keir,ment_al,keirmental,target,r,,2,i,o,keormental,1,10,pseudo,block2
meroously,meroously,rss,,mer,ious_ly,meriously,target,s,0.0,0,i,o,meroously,2,9,pseudo,block2
trunoli,trunoli,rs,,trun,oni,trunoni,control,s,0.0,1,n,l,trunoli,2,7,pseudo,block2
fal,fal,r,,fam,,fam,target,r,,2,m,l,fal,2,3,pseudo,block2
sidnaut,sidnaut,pr,sid,naut,,sidnaut,control,r,,3,t,b,sidnaub,0,7,pseudo,block2
overteef,overgeef,pr,over,geef,,overgeef,target,r,,0,g,t,overteef,3,8,pseudo,block2
siwsens,siwsens,rs,,siw,sens,siwsens,control,s,0.0,0,s,p,siwpens,0,7,pseudo,block2
sir,siw,r,,siw,,siw,control,r,,2,w,r,sir,3,3,pseudo,block2
conticalmy,conticalmy,rsss,,cont,ic_al_ly,contically,target,s,2.0,0,l,m,conticalmy,2,10,pseudo,block2
trustful,trussful,rs,,trust,ful,trustful,target,r,,4,t,s,trussful,1,8,real,block3
wishfully,wifhfully,rss,,wish,ful_ly,wishfully,target,r,,2,s,f,wifhfully,1,9,real,block3
contrast,contrast,r,,contrast,,contrast,control,r,,5,a,e,contrest,0,8,real,block3
trampoline,trampoline,r,,trampoline,,trampoline,control,r,,1,r,n,tnampoline,0,10,real,block3
artifice,artihice,r,,artifice,,artifice,control,r,,4,f,h,artihice,1,8,real,block3
export,expert,pr,ex,port,,export,target,r,,1,o,e,expert,1,6,real,block3
prunciple,prunciple,r,,principle,,principle,control,r,,2,i,u,prunciple,2,9,real,block3
invigorate,invigorate,prs,in,vigor,ate,invigorate,target,s,0.0,1,t,p,invigorape,0,10,real,block3
undipguise,undipguise,ppr,un_dis,guise,,undisguise,target,p,1.0,2,s,p,undipguise,2,10,real,block3
pewsuade,pewsuade,r,,persuade,,persuade,control,r,,2,r,w,pewsuade,2,8,real,block3
repey,repey,pr,re,pay,,repay,target,r,,1,a,e,repey,2,5,real,block3
woodenly,woodenly,rss,,wood,en_ly,woodenly,target,r,,2,o,e,woedenly,0,8,real,block3
prograr,program,r,,program,,program,control,r,,6,m,r,prograr,3,7,real,block3
heroical,heroical,rss,,hero,ic_al,heroical,target,s,1.0,1,l,y,heroicay,0,8,real,block3
heroic,horoic,rs,,hero,ic,heroic,target,r,,1,e,o,horoic,1,6,real,block3
ingredient,ingredient,r,,ingredient,,ingredient,control,r,,5,d,b,ingrebient,0,10,real,block3
somersault,somersault,r,,somersault,,somersault,control,r,,4,r,y,someysault,0,10,real,block3
stript,script,r,,script,,script,control,r,,1,c,t,stript,3,6,real,block3
prostitute,prostituto,r,,prostitute,,prostitute,control,r,,9,e,o,prostituto,1,10,real,block3
instinct,instinct,r,,instinct,,instinct,control,r,,6,c,t,instintt,0,8,real,block3
depopumate,depopulate,prs,de,popul,ate,depopulate,target,r,,4,l,m,depopumate,3,10,real,block3
bicause,bicause,r,,because,,because,control,r,,1,e,i,bicause,2,7,real,block3
reactir,reactir,prs,re,act,or,reactor,target,s,0.0,0,o,i,reactir,2,7,real,block3
yearly,yearry,rs,,year,ly,yearly,target,s,0.0,0,l,r,yearry,1,6,real,block3
analogue,analogue,r,,analogue,,analogue,control,r,,0,a,u,unalogue,0,8,real,block3
agaenst,against,r,,against,,against,control,r,,3,i,e,agaenst,3,7,real,block3
import,import,pr,im,port,,import,target,r,,0,p,s,imsort,0,6,real,block3
