first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
kelsance,celsance,rs,kels,,ance,kelsance,target,r,,0,k,c,celsance,1,8,pseudo,block1
trunrasim,trunlasim,rss,trun,,la_sim,trunlasim,control,s,0.0,0,l,r,trunrasim,3,9,pseudo,block1
unfamally,unfamally,prss,fam,un,al_ly,unfamally,target,r,,1,a,o,unfomally,0,9,pseudo,block1
mofnemtla,mofnemtla,rss,mof,,nemt_la,mofnemtla,control,s,0.0,0,n,m,mofmemtla,0,9,pseudo,block1
colt,colg,r,colg,,,colg,control,r,,3,g,t,colt,3,4,pseudo,block1
erverotrag,erverotrig,ppr,trig,er_vero,,erverotrig,control,r,,2,i,a,erverotrag,3,10,pseudo,block1
can,can,r,con,,,con,target,r,,1,o,a,can,2,3,pseudo,block1
kisteakal,kisteakal,prs,teak,dis,al,disteakal,target,p,0.0,0,d,k,kisteakal,2,9,pseudo,block1
cetful,cetfum,rs,cet,,ful,cetful,target,s,0.0,2,l,m,cetfum,1,6,pseudo,block1
numofla,numofla,prs,mof,nu,la,numofla,control,s,0.0,1,a,e,numofle,0,7,pseudo,block1
gjasically,grasically,rsss,gras,,ic_al_ly,grasically,target,r,,1,r,j,gjasically,3,10,pseudo,block1
naetenca,nautenca,rs,naut,,enca,nautenca,control,r,,2,u,e,naetenca,3,8,pseudo,block1
krewmental,krewmental,rss,krew,,ment_al,krewmental,target,r,,1,r,n,knewmental,0,10,pseudo,block1
keiramce,keirance,rs,keir,,ance,keirance,target,s,0.0,1,n,m,keiramce,3,8,pseudo,block1
unwis,unwis,pr,wis,un,,unwis,target,r,,0,w,r,unris,0,5,pseudo,block1
giefically,geefically,rsss,geef,,ic_al_ly,geefically,target,r,,1,e,i,giefically,3,10,pseudo,block1
rimisgras,rimisgras,ppr,gras,re_mis,,remisgras,target,p,0.0,1,e,i,rimisgras,2,9,pseudo,block1
repsidmeak,repsodmeak,ppr,meak,rep_sid,,repsidmeak,control,p,1.0,1,i,o,repsodmeak,1,10,pseudo,block1
reetulf,reetult,rs,reet,,ulf,reetulf,control,s,0.0,2,f,t,reetult,1,7,pseudo,block1
taunist,faunist,rs,taun,,ist,taunist,target,r,,0,t,f,faunist,1,7,pseudo,block1
regirt,regirt,pr,girt,re,,regirt,target,r,,2,r,w,regiwt,0,6,pseudo,block1
tiklasitci,teklasitci,rsss,tek,,la_sit_ci,teklasitci,control,r,,1,e,i,tiklasitci,3,10,pseudo,block1
roovergloc,reovergloc,ppr,gloc,re_over,,reovergloc,target,p,0.0,1,e,o,roovergloc,3,10,pseudo,block1
gwas,gras,r,gras,,,gras,target,r,,1,r,w,gwas,3,4,pseudo,block1
feegcilayl,feegcilayl,rsss,feeg,,ci_la_yl,feegcilayl,control,s,2.0,0,y,m,feegcilaml,0,10,pseudo,block1
redeclat,redeclat,ppr,clat,re_de,,redeclat,target,p,1.0,1,e,a,redaclat,0,8,pseudo,block1
prokot,prokot,pr,ket,pro,,proket,target,r,,1,e,o,prokot,2,6,pseudo,block1
diswisal,diswisay,prs,wis,dis,al,diswisal,target,s,0.0,1,l,y,diswisay,1,8,pseudo,block1
yemisneg,remisneg,ppr,neg,re_mis,,remisneg,target,p,0.0,0,r,y,yemisneg,3,8,pseudo,block1
disconion,sisconion,prs,con,dis,ion,disconion,target,p,0.0,0,d,s,sisconion,1,9,pseudo,block1
cunalistic,cunalistic,rsss,cun,,al_ist_ic,cunalistic,target,r,,0,c,t,tunalistic,0,10,pseudo,block1
koulisgic,koulistic,rss,koul,,ist_ic,koulistic,target,s,0.0,2,t,g,koulisgic,3,9,pseudo,block1
krewabme,krewable,rs,krew,,able,krewable,target,s,0.0,2,l,m,krewabme,3,8,pseudo,block1
nerieknemt,nerioknemt,prs,riek,ne,nemt,nerieknemt,control,r,,2,e,o,nerioknemt,1,10,pseudo,block1
kmew,kmew,r,krew,,,krew,target,r,,1,r,m,kmew,2,4,pseudo,block1
eredmof,eresmof,ppr,mof,er_ed,,eredmof,control,p,1.0,1,d,s,eresmof,1,7,pseudo,block1
dacont,dacont,pr,cont,de,,decont,target,p,0.0,1,e,a,dacont,2,6,pseudo,block1
siwdilayl,siwcilayl,rsss,siw,,ci_la_yl,siwcilayl,control,s,0.0,0,c,d,siwdilayl,3,9,pseudo,block1
redisdrun,redigdrun,ppr,drun,re_dis,,redisdrun,target,p,1.0,2,s,g,redigdrun,1,9,pseudo,block1
numafonila,numafonila,prss,maf,nu,oni_la,numafonila,control,s,1.0,0,l,n,numafonina,0,10,pseudo,block1
nutaclayl,nutaclayl,prss,tec,nu,la_yl,nuteclayl,control,r,,1,e,a,nutaclayl,2,9,pseudo,block1
unkrewical,unkrewical,prss,krew,un,ic_al,unkrewical,target,p,0.0,0,u,a,ankrewical,0,10,pseudo,block1
sidmofoni,sidmofori,prs,mof,sid,oni,sidmofoni,control,s,0.0,1,n,r,sidmofori,1,9,pseudo,block1
hiscont,discont,pr,cont,dis,,discont,target,p,0.0,0,d,h,hiscont,3,7,pseudo,block1
liuk,louk,r,louk,,,louk,control,r,,1,o,i,liuk,3,4,pseudo,block1
reoverkrew,reoverkrew,ppr,krew,re_over,,reoverkrew,target,r,,2,e,o,reoverkrow,0,10,pseudo,block1
unsoamally,unsoomally,prss,soom,un,al_ly,unsoomally,target,r,,2,o,a,unsoamally,3,10,pseudo,block1
banoclayl,banoclayl,prss,noc,ba,la_yl,banoclayl,control,r,,2,c,s,banoslayl,0,9,pseudo,block1
coomically,coomically,rsss,soom,,ic_al_ly,soomically,target,r,,0,s,c,coomically,2,10,pseudo,block1
frodcilayl,fradcilayl,rsss,frad,,ci_la_yl,fradcilayl,control,r,,2,a,o,frodcilayl,3,10,pseudo,block1
sidmaak,sidmaak,pr,meak,sid,,sidmeak,control,r,,1,e,a,sidmaak,2,7,pseudo,block1
uptaun,upteun,pr,taun,up,,uptaun,target,r,,1,a,e,upteun,1,6,pseudo,block1
musiwlayl,nusiwlayl,prss,siw,nu,la_yl,nusiwlayl,control,p,0.0,0,n,m,musiwlayl,3,9,pseudo,block1
regalistic,regalistic,rsss,neg,,al_ist_ic,negalistic,target,r,,0,n,r,regalistic,2,10,pseudo,block1
derf,derf,r,darf,,,darf,target,r,,1,a,e,derf,2,4,pseudo,block1
drunional,druniinal,rss,drun,,ion_al,drunional,target,s,0.0,1,o,i,druniinal,1,9,pseudo,block1
nerdlasim,nurdlasim,rss,nurd,,la_sim,nurdlasim,control,r,,1,u,e,nerdlasim,3,9,pseudo,block1
disteer,disteer,pr,teer,dis,,disteer,target,r,,1,e,a,distaer,0,7,pseudo,block1
selksitci,selksitci,rss,selk,,sit_ci,selksitci,control,r,,2,l,r,serksitci,0,9,pseudo,block1
ablerally,abmerally,prss,mer,ab,al_ly,abmerally,target,r,,0,m,l,ablerally,3,9,pseudo,block1
reetcilayy,reetcilayy,rsss,reet,,ci_la_yl,reetcilayl,control,s,2.0,1,l,y,reetcilayy,2,10,pseudo,block1
ersimwerk,ersimwerk,ppr,werk,er_sim,,ersimwerk,control,p,0.0,0,e,a,arsimwerk,0,9,pseudo,block1
punoc,punoc,pr,noc,pu,,punoc,control,r,,2,c,s,punos,0,5,pseudo,block1
fom,fow,r,fom,,,fom,target,r,,2,m,w,fow,1,3,pseudo,block1
bakeatlayl,bakeetlayl,prss,keat,ba,la_yl,bakeatlayl,control,r,,2,a,e,bakeetlayl,1,10,pseudo,block1
enteakment,enteakment,prs,teak,en,ment,enteakment,target,s,0.0,3,t,p,enteakmenp,0,10,pseudo,block1
riekseys,riekseys,rs,riek,,sens,rieksens,control,s,0.0,2,n,y,riekseys,2,8,pseudo,block1
frid,frid,r,frad,,,frad,control,r,,2,a,i,frid,2,4,pseudo,block1
trunonola,trunonila,rss,trun,,oni_la,trunonila,control,s,0.0,2,i,o,trunonola,3,9,pseudo,block1
deceg,deceg,pr,cet,de,,decet,target,r,,2,t,g,deceg,2,5,pseudo,block1
sidnaut,sidnaut,pr,naut,sid,,sidnaut,control,r,,1,a,e,sidneut,0,7,pseudo,block1
kaneillayl,baneillayl,prss,neil,ba,la_yl,baneillayl,control,p,0.0,0,b,k,kaneillayl,3,10,pseudo,block1
sidmafla,sidmafra,prs,maf,sid,la,sidmafla,control,s,0.0,0,l,r,sidmafra,1,8,pseudo,block1
ermaf,ermif,pr,maf,er,,ermaf,control,r,,1,a,i,ermif,1,5,pseudo,block1
lufrad,lufrad,pr,frad,nu,,nufrad,control,p,0.0,0,n,l,lufrad,2,6,pseudo,block1
keir,keir,r,keir,,,keir,target,r,,1,e,o,koir,0,4,pseudo,block1
unglocally,unglocally,prss,gloc,un,al_ly,unglocally,target,s,0.0,0,a,i,unglocilly,0,10,pseudo,block1
dihtaunly,distaunly,prs,taun,dis,ly,distaunly,target,p,0.0,2,s,h,dihtaunly,3,9,pseudo,block1
meralism,meralisw,rss,mer,,al_ism,meralism,target,s,1.0,2,m,w,meralisw,1,8,pseudo,block1
meakci,meakci,rs,meak,,ci,meakci,control,r,,0,m,y,yeakci,0,6,pseudo,block1
senla,senla,rs,gen,,la,genla,control,r,,0,g,s,senla,2,5,pseudo,block1
prewis,premis,pr,wis,pre,,prewis,target,r,,0,w,m,premis,1,6,pseudo,block1
rieklo,rieklo,rs,riek,,ro,riekro,control,s,0.0,0,r,l,rieklo,2,6,pseudo,block1
detal,cetal,rs,cet,,al,cetal,target,r,,0,c,d,detal,3,5,pseudo,block1
nuyt,nuyt,r,nurt,,,nurt,target,r,,2,r,y,nuyt,2,4,pseudo,block1
ketalistic,ketalistic,rsss,ket,,al_ist_ic,ketalistic,target,s,0.0,0,a,o,ketolistic,0,10,pseudo,block1
ketienal,ketienal,rss,ket,,ion_al,ketional,target,s,0.0,1,o,e,ketienal,2,8,pseudo,block1
meak,meak,r,meak,,,meak,control,r,,1,e,o,moak,0,4,pseudo,block1
whiter,whiter,rs,whit,,er,whiter,target,s,0.0,1,r,m,whitem,0,6,real,block2
enoagh,enoagh,r,enough,,,enough,control,r,,3,u,a,enoagh,2,6,real,block2
reinstate,reinstatu,ppr,state,re_in,,reinstate,target,r,,4,e,u,reinstatu,1,9,real,block2
cuyably,curably,rss,cur,,abl_y,curably,target,r,,2,r,y,cuyably,3,7,real,block2
pawadise,paradise,r,paradise,,,paradise,control,r,,2,r,w,pawadise,3,8,real,block2
strewgth,strength,r,strength,,,strength,control,r,,4,n,w,strewgth,3,8,real,block2
fatally,fitally,rss,fat,,al_ly,fatally,target,r,,1,a,i,fitally,1,7,real,block2
warmer,warmey,rs,warm,,er,warmer,target,s,0.0,1,r,y,warmey,1,6,real,block2
reoutsmart,reoutsmart,ppr,smart,re_out,,reoutsmart,target,p,0.0,0,r,w,weoutsmart,0,10,real,block2
calouflage,camouflage,r,camouflage,,,camouflage,control,r,,2,m,l,calouflage,3,10,real,block2
dopopulate,depopulate,prs,popul,de,ate,depopulate,target,p,0.0,1,e,o,dopopulate,3,10,real,block2
difficolt,difficolt,r,difficult,,,difficult,control,r,,6,u,o,difficolt,2,9,real,block2
reimport,reimport,ppr,port,re_im,,reimport,target,p,1.0,0,i,e,reemport,0,8,real,block2
upholder,upholter,prs,hold,up,er,upholder,target,r,,3,d,t,upholter,1,8,real,block2
scientist,sceentist,rs,scient,,ist,scientist,target,r,,2,i,e,sceentist,1,9,real,block2
misreporg,misreporg,ppr,port,mis_re,,misreport,target,r,,3,t,g,misreporg,2,9,real,block2
marachon,marathon,r,marathon,,,marathon,control,r,,4,t,c,marachon,3,8,real,block2
hieroglyph,hieroglyph,r,hieroglyph,,,hieroglyph,control,r,,6,l,r,hierogryph,0,10,real,block2
degrade,degrade,pr,grade,de,,degrade,target,p,0.0,0,d,h,hegrade,0,7,real,block2
ashume,ashume,r,assume,,,assume,control,r,,2,s,h,ashume,2,6,real,block2
resisagree,resisagree,ppr,agree,re_dis,,redisagree,target,p,1.0,0,d,s,resisagree,2,10,real,block2
rolecule,rolecule,r,molecule,,,molecule,control,r,,0,m,r,rolecule,2,8,real,block2
disappoint,disappoint,pr,appoint,dis,,disappoint,target,p,0.0,0,d,t,tisappoint,0,10,real,block2
disruption,disruption,prs,rupt,dis,ion,disruption,target,s,0.0,2,n,r,disruptior,0,10,real,block2
cartridge,cartridge,r,cartridge,,,cartridge,control,r,,5,i,o,cartrodge,0,9,real,block2
repertoire,retertoire,r,repertoire,,,repertoire,control,r,,2,p,t,retertoire,1,10,real,block2
analogee,analogue,r,analogue,,,analogue,control,r,,6,u,e,analogee,3,8,real,block2
disorderly,disorterly,prs,order,dis,ly,disorderly,target,r,,2,d,t,disorterly,1,10,real,block2
boulevard,boulevamd,r,boulevard,,,boulevard,control,r,,7,r,m,boulevamd,1,9,real,block2
pedestrian,pedestrian,r,pedestrian,,,pedestrian,control,r,,1,e,o,podestrian,0,10,real,block2
actieve,achieve,r,achieve,,,achieve,control,r,,2,h,t,actieve,3,7,real,block2
woodemly,woodemly,rss,wood,,en_ly,woodenly,target,s,0.0,1,n,m,woodemly,2,8,real,block2
ceroical,heroical,rss,hero,,ic_al,heroical,target,r,,0,h,c,ceroical,3,8,real,block2
transmit,transmit,r,transmit,,,transmit,control,r,,0,t,c,cransmit,0,8,real,block2
outperhorm,outperhorm,pr,perform,out,,outperform,target,r,,3,f,h,outperhorm,2,10,real,block2
welcoje,welcoje,r,welcome,,,welcome,control,r,,5,m,j,welcoje,2,7,real,block2
eutalyptus,eucalyptus,r,eucalyptus,,,eucalyptus,control,r,,2,c,t,eutalyptus,3,10,real,block2
encut,encut,pr,cut,un,,uncut,target,p,0.0,0,u,e,encut,2,5,real,block2
predispose,predispose,ppr,pose,pre_dis,,predispose,target,r,,2,s,g,predispoge,0,10,real,block2
croise,cruise,r,cruise,,,cruise,control,r,,2,u,o,croise,3,6,real,block2
export,epport,pr,port,ex,,export,target,p,0.0,1,x,p,epport,1,6,real,block2
sourness,sournets,rs,sour,,ness,sourness,target,s,0.0,2,s,t,sournets,1,8,real,block2
tartness,tartness,rs,tart,,ness,tartness,target,r,,3,t,d,tardness,0,8,real,block2
osder,osder,rs,odd,,er,odder,target,r,,1,d,s,osder,2,5,real,block2
guillotine,guillotinu,r,guillotine,,,guillotine,control,r,,9,e,u,guillotinu,1,10,real,block2
humricane,humricane,r,hurricane,,,hurricane,control,r,,2,r,m,humricane,2,9,real,block2
polindrome,polindrome,r,palindrome,,,palindrome,control,r,,1,a,o,polindrome,2,10,real,block2
reimforce,reinforce,ppr,force,re_in,,reinforce,target,p,1.0,1,n,m,reimforce,3,9,real,block2
pronounce,pronounce,r,pronounce,,,pronounce,control,r,,7,c,p,pronounpe,0,9,real,block2
stramge,strange,r,strange,,,strange,control,r,,4,n,m,stramge,3,7,real,block2
uneventful,uneventful,prs,event,un,ful,uneventful,target,r,,2,e,a,unevantful,0,10,real,block2
episode,episode,r,episode,,,episode,control,r,,0,e,o,opisode,0,7,real,block2
author,author,r,author,,,author,control,r,,3,h,s,autsor,0,6,real,block2
heroih,heroic,rs,hero,,ic,heroic,target,s,0.0,1,c,h,heroih,3,6,real,block2
advance,advamce,r,advance,,,advance,control,r,,4,n,m,advamce,1,7,real,block2
overactive,overactive,prs,act,over,ive,overactive,target,p,0.0,2,e,i,oviractive,0,10,real,block2
origin,oyigin,r,origin,,,origin,control,r,,1,r,y,oyigin,1,6,real,block2
snorer,snorer,rs,snor,,er,snorer,target,r,,2,o,i,snirer,0,6,real,block2
undertass,undertass,pr,pass,under,,underpass,target,r,,0,p,t,undertass,2,9,real,block2
spoak,speak,r,speak,,,speak,control,r,,2,e,o,spoak,3,5,real,block2
rediscover,rediscover,ppr,cover,re_dis,,rediscover,target,r,,4,r,y,rediscovey,0,10,real,block2
emptasis,emphasis,r,emphasis,,,emphasis,control,r,,3,h,t,emptasis,3,8,real,block2
custom,custom,r,custom,,,custom,control,r,,0,c,t,tustom,0,6,real,block2
quarartine,quarartine,r,quarantine,,,quarantine,control,r,,5,n,r,quarartine,2,10,real,block2
compare,comparo,r,compare,,,compare,control,r,,6,e,o,comparo,1,7,real,block2
sensowy,sensowy,rss,sens,,or_y,sensory,target,s,0.0,1,r,w,sensowy,2,7,real,block2
simple,simple,r,simple,,,simple,control,r,,1,i,o,somple,0,6,real,block2
surfer,surfel,rs,surf,,er,surfer,target,s,0.0,1,r,l,surfel,1,6,real,block2
reuvercome,reuvercome,ppr,come,re_over,,reovercome,target,p,1.0,0,o,u,reuvercome,2,10,real,block2
pregramme,pregramme,r,programme,,,programme,control,r,,2,o,e,pregramme,2,9,real,block2
system,smstem,r,system,,,system,control,r,,1,y,m,smstem,1,6,real,block2
unmindgul,unmindgul,prs,mind,un,ful,unmindful,target,s,0.0,0,f,g,unmindgul,2,9,real,block2
syjdrome,syjdrome,r,syndrome,,,syndrome,control,r,,2,n,j,syjdrome,2,8,real,block2
weirdly,reirdly,rs,weird,,ly,weirdly,target,r,,0,w,r,reirdly,1,7,real,block2
overuxpose,overexpose,ppr,pose,over_ex,,overexpose,target,p,1.0,0,e,u,overuxpose,3,10,real,block2
remover,removir,prs,mov,re,er,remover,target,s,0.0,0,e,i,removir,1,7,real,block2
intale,inhale,pr,hale,in,,inhale,target,r,,0,h,t,intale,3,6,real,block2
threshold,threshold,r,threshold,,,threshold,control,r,,8,d,h,thresholh,0,9,real,block2
shenanigon,shenanigan,r,shenanigan,,,shenanigan,control,r,,8,a,o,shenanigon,3,10,real,block2
propaganda,propaganda,r,propaganda,,,propaganda,control,r,,7,n,r,propagarda,0,10,real,block2
canpaloupe,canpaloupe,r,cantaloupe,,,cantaloupe,control,r,,3,t,p,canpaloupe,2,10,real,block2
shyly,shyll,rs,shy,,ly,shyly,target,s,0.0,1,y,l,shyll,1,5,real,block2
woodenness,woodennets,rss,wood,,en_ness,woodenness,target,s,1.0,2,s,t,woodennets,1,10,real,block2
overstep,overstep,pr,step,over,,overstep,target,r,,3,p,v,overstev,0,8,real,block2
attitude,atpitude,r,attitude,,,attitude,control,r,,2,t,p,atpitude,1,8,real,block2
diseybody,disembody,ppr,body,dis_em,,disembody,target,p,1.0,1,m,y,diseybody,3,9,real,block2
reoussell,reoutsell,ppr,sell,re_out,,reoutsell,target,p,1.0,2,t,s,reoussell,3,9,real,block2
nituralist,nituralist,rss,natur,,al_ist,naturalist,target,r,,1,a,i,nituralist,2,10,real,block2
uyread,uyread,pr,read,un,,unread,target,p,0.0,1,n,y,uyread,2,6,real,block2
surplise,surplise,r,surprise,,,surprise,control,r,,4,r,l,surplise,2,8,real,block2
lettoce,lettuce,r,lettuce,,,lettuce,control,r,,4,u,o,lettoce,3,7,real,block2
tentdly,tenthly,rss,ten,,th_ly,tenthly,target,s,0.0,1,h,d,tentdly,3,7,real,block2
district,districf,r,district,,,district,control,r,,7,t,f,districf,1,8,real,block2
vulcarism,vulgarism,rs,vulgar,,ism,vulgarism,target,r,,3,g,c,vulcarism,3,9,real,block2
caricature,caricatume,r,caricature,,,caricature,control,r,,8,r,m,caricatume,1,10,real,block2
manfully,manfully,rss,man,,ful_ly,manfully,target,s,1.0,0,l,m,manfulmy,0,8,real,block2
lawfully,lawfulmy,rss,law,,ful_ly,lawfully,target,s,1.0,0,l,m,lawfulmy,1,8,real,block2
gracefum,graceful,rs,grace,,ful,graceful,target,s,0.0,2,l,m,gracefum,3,8,real,block2
uydisguise,undisguise,ppr,guise,un_dis,,undisguise,target,p,0.0,1,n,y,uydisguise,3,10,real,block2
wikefully,wikefully,rss,wake,,ful_ly,wakefully,target,r,,1,a,i,wikefully,2,9,real,block2
reviewel,reviewer,prs,view,re,er,reviewer,target,s,0.0,1,r,l,reviewel,3,8,real,block2
trampoline,trampoline,r,trampoline,,,trampoline,control,r,,2,a,e,trempoline,0,10,real,block2
elect,elect,r,elect,,,elect,control,r,,2,e,u,eluct,0,5,real,block2
undisclose,undisclose,ppr,close,un_dis,,undisclose,target,p,0.0,0,u,e,endisclose,0,10,real,block2
unnatural,unnatural,prs,natur,un,al,unnatural,target,p,0.0,1,n,r,urnatural,0,9,real,block2
modalwy,modalwy,rss,mod,,al_ly,modally,target,s,1.0,0,l,w,modalwy,2,7,real,block2
reenact,reenact,ppr,act,re_en,,reenact,target,r,,2,t,c,reenacc,0,7,real,block2
masquerada,masquerada,r,masquerade,,,masquerade,control,r,,9,e,a,masquerada,2,10,real,block2
plemistake,plemistake,ppr,take,pre_mis,,premistake,target,p,0.0,1,r,l,plemistake,2,10,real,block2
inkindly,unkindly,prs,kind,un,ly,unkindly,target,p,0.0,0,u,i,inkindly,3,8,real,block2
willfulry,willfulry,rss,will,,ful_ly,willfully,target,s,1.0,0,l,r,willfulry,2,9,real,block2
inserv,inserv,pr,sert,in,,insert,target,r,,3,t,v,inserv,2,6,real,block2
vengefully,vengefully,rss,venge,,ful_ly,vengefully,target,r,,2,n,m,vemgefully,0,10,real,block2
disconnect,disconnect,pr,connect,dis,,disconnect,target,r,,2,n,r,discornect,0,10,real,block2
friendlr,friendly,rs,friend,,ly,friendly,target,s,0.0,1,y,r,friendlr,3,8,real,block2
experience,experience,r,experience,,,experience,control,r,,8,c,h,experienhe,0,10,real,block2
tampaign,tampaign,r,campaign,,,campaign,control,r,,0,c,t,tampaign,2,8,real,block2
allusively,aylusively,rss,allus,,ive_ly,allusively,target,r,,1,l,y,aylusively,1,10,real,block2
edhale,edhale,pr,hale,ex,,exhale,target,p,0.0,1,x,d,edhale,2,6,real,block2
yachine,yachine,r,machine,,,machine,control,r,,0,m,y,yachine,2,7,real,block2
neilsim,neilsiw,rs,neil,,sim,neilsim,control,s,0.0,2,m,w,neilsiw,1,7,pseudo,block3
tekonina,tekonina,rss,tek,,oni_la,tekonila,control,s,1.0,0,l,n,tekonina,2,8,pseudo,block3
niriekyit,nirietyit,prs,riek,ni,yit,niriekyit,control,r,,3,k,t,nirietyit,1,9,pseudo,block3
rem,rey,r,rem,,,rem,control,r,,2,m,y,rey,1,3,pseudo,block3
witically,witically,rsss,wis,,ic_al_ly,wisically,target,r,,2,s,t,witically,2,9,pseudo,block3
uncetioas,uncetious,prs,cet,un,ious,uncetious,target,s,0.0,2,u,a,uncetioas,3,9,pseudo,block3
tekcilayl,tekcilayl,rsss,tek,,ci_la_yl,tekcilayl,control,r,,1,e,a,takcilayl,0,9,pseudo,block3
reovercob,reoverfob,ppr,fob,re_over,,reoverfob,target,r,,0,f,c,reovercob,3,9,pseudo,block3
redeteak,redeteak,ppr,teak,re_de,,redeteak,target,p,1.0,1,e,a,redateak,0,8,pseudo,block3
nuccilayl,nuccilayl,rsss,nuc,,ci_la_yl,nuccilayl,control,r,,1,u,i,niccilayl,0,9,pseudo,block3
ortcolg,orpcolg,pr,colg,orp,,orpcolg,control,p,0.0,2,p,t,ortcolg,3,7,pseudo,block3
rupsimwerk,repsimwerk,ppr,werk,rep_sim,,repsimwerk,control,p,0.0,1,e,u,rupsimwerk,3,10,pseudo,block3
ginsitci,gensitci,rss,gen,,sit_ci,gensitci,control,r,,1,e,i,ginsitci,3,8,pseudo,block3
netoncelba,nutoncelba,prs,tonc,nu,elba,nutoncelba,control,p,0.0,1,u,e,netoncelba,3,10,pseudo,block3
noccilayl,noccolayl,rsss,noc,,ci_la_yl,noccilayl,control,s,0.0,1,i,o,noccolayl,1,9,pseudo,block3
fradlayl,fradlayw,rss,frad,,la_yl,fradlayl,control,s,1.0,1,l,w,fradlayw,1,8,pseudo,block3
mafsisci,mafsitci,rss,maf,,sit_ci,mafsitci,control,s,0.0,2,t,s,mafsisci,3,8,pseudo,block3
redismer,resismer,ppr,mer,re_dis,,redismer,target,p,1.0,0,d,s,resismer,1,8,pseudo,block3
grasalism,grasalism,rss,gras,,al_ism,grasalism,target,s,0.0,0,a,e,graselism,0,9,pseudo,block3
lienistic,lieniscic,rss,lien,,ist_ic,lienistic,target,s,0.0,2,t,c,lieniscic,1,9,pseudo,block3
