first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
mufradcila,nufradcila,prss,frad,nu,ci_la,nufradcila,control,p,0.0,0,n,m,mufradcila,3,10,pseudo,block1
colgcilayl,colgcolayl,rsss,colg,,ci_la_yl,colgcilayl,control,s,0.0,1,i,o,colgcolayl,1,10,pseudo,block1
sidtecnemt,sibtecnemt,prs,tec,sid,nemt,sidtecnemt,control,p,0.0,2,d,b,sibtecnemt,1,10,pseudo,block1
ceeglayl,feeglayl,rss,feeg,,la_yl,feeglayl,control,r,,0,f,c,ceeglayl,3,8,pseudo,block1
iyketation,inketation,prss,ket,in,at_ion,inketation,target,p,0.0,1,n,y,iyketation,3,10,pseudo,block1
nimeakison,numeakison,prs,meak,nu,ison,numeakison,control,p,0.0,1,u,i,nimeakison,3,10,pseudo,block1
sidfradoni,sidfradoni,prs,frad,sid,oni,sidfradoni,control,p,0.0,0,s,h,hidfradoni,0,10,pseudo,block1
osutalc,osutalc,pr,talc,otu,,otutalc,control,p,0.0,1,t,s,osutalc,2,7,pseudo,block1
keitcilayl,keitcilayl,rsss,keat,,ci_la_yl,keatcilayl,control,r,,2,a,i,keitcilayl,2,10,pseudo,block1
tec,tic,r,tec,,,tec,control,r,,1,e,i,tic,1,3,pseudo,block1
reoutyis,reoutyis,ppr,wis,re_out,,reoutwis,target,r,,0,w,y,reoutyis,2,8,pseudo,block1
reoverdrun,reoverdrun,ppr,drun,re_over,,reoverdrun,target,p,0.0,0,r,w,weoverdrun,0,10,pseudo,block1
keatsems,keatsels,rs,keat,,sels,keatsels,control,s,0.0,2,l,m,keatsems,3,8,pseudo,block1
merically,mericallm,rsss,mer,,ic_al_ly,merically,target,s,2.0,1,y,m,mericallm,1,9,pseudo,block1
nuclasitci,nuclasitci,rsss,nuc,,la_sit_ci,nuclasitci,control,s,2.0,0,c,h,nuclasithi,0,10,pseudo,block1
nuriekcila,nuriekcila,prss,riek,nu,ci_la,nuriekcila,control,p,0.0,0,n,m,muriekcila,0,10,pseudo,block1
kalsional,kelsional,rss,kels,,ion_al,kelsional,target,r,,1,e,a,kalsional,3,9,pseudo,block1
trigmasit,trigmasit,rss,trig,,la_sit,triglasit,control,s,0.0,0,l,m,trigmasit,2,9,pseudo,block1
prefam,prefam,pr,fam,pre,,prefam,target,r,,1,a,e,prefem,0,6,pseudo,block1
nuneillayl,nuneillayl,prss,neil,nu,la_yl,nuneillayl,control,p,0.0,1,u,a,naneillayl,0,10,pseudo,block1
reoverkrew,reeverkrew,ppr,krew,re_over,,reoverkrew,target,p,1.0,0,o,e,reeverkrew,1,10,pseudo,block1
refomivelw,refomively,prss,fom,re,ive_ly,refomively,target,s,1.0,1,y,w,refomivelw,3,10,pseudo,block1
erveronaut,erveronaut,ppr,naut,er_vero,,erveronaut,control,r,,0,n,m,erveromaut,0,10,pseudo,block1
werk,welk,r,werk,,,werk,control,r,,2,r,l,welk,1,4,pseudo,block1
wisless,wisless,rs,wis,,less,wisless,target,s,0.0,2,s,d,wisleds,0,7,pseudo,block1
ersidtrig,ersidtreg,ppr,trig,er_sid,,ersidtrig,control,r,,2,i,e,ersidtreg,1,9,pseudo,block1
harfically,darfically,rsss,darf,,ic_al_ly,darfically,target,r,,0,d,h,harfically,3,10,pseudo,block1
drunfully,drunfullr,rss,drun,,ful_ly,drunfully,target,s,1.0,1,y,r,drunfullr,1,9,pseudo,block1
teakically,teakically,rsss,teak,,ic_al_ly,teakically,target,s,2.0,1,y,l,teakicalll,0,10,pseudo,block1
sargenca,sargenca,rs,sarg,,enca,sargenca,control,r,,0,s,f,fargenca,0,8,pseudo,block1
erverobof,erverabof,ppr,bof,er_vero,,erverobof,control,p,1.0,3,o,a,erverabof,1,9,pseudo,block1
loukouis,loukouis,rs,louk,,ouis,loukouis,control,s,0.0,2,i,e,loukoues,0,8,pseudo,block1
putuk,putek,pr,tek,pu,,putek,control,r,,1,e,u,putuk,3,5,pseudo,block1
unfomly,unfomwy,prs,fom,un,ly,unfomly,target,s,0.0,0,l,w,unfomwy,1,7,pseudo,block1
nigentaoni,ligentaoni,prss,gen,ni,ta_oni,nigentaoni,control,p,0.0,0,n,l,ligentaoni,1,10,pseudo,block1
inteerety,inteerety,prs,teer,in,ity,inteerity,target,s,0.0,0,i,e,inteerety,2,9,pseudo,block1
unclatiius,unclatiius,prs,clat,un,ious,unclatious,target,s,0.0,1,o,i,unclatiius,2,10,pseudo,block1
raek,riek,r,riek,,,riek,control,r,,1,i,a,raek,3,4,pseudo,block1
preteer,preteer,pr,teer,pre,,preteer,target,p,0.0,2,e,a,prateer,0,7,pseudo,block1
miskoopion,miskoopion,prs,koop,mis,ion,miskoopion,target,r,,1,o,i,miskiopion,0,10,pseudo,block1
xofilabyit,bofilabyit,rss,bof,,ilab_yit,bofilabyit,control,r,,0,b,x,xofilabyit,3,10,pseudo,block1
meadulfyl,meadulfyl,rss,meak,,ulf_yl,meakulfyl,control,r,,3,k,d,meadulfyl,2,9,pseudo,block1
toop,toop,r,koop,,,koop,target,r,,0,k,t,toop,2,4,pseudo,block1
disharfion,disdarfion,prs,darf,dis,ion,disdarfion,target,r,,0,d,h,disharfion,3,10,pseudo,block1
remilebyit,remilebyit,rss,rem,,ilab_yit,remilabyit,control,s,0.0,2,a,e,remilebyit,2,10,pseudo,block1
nut,nuc,r,nuc,,,nuc,control,r,,2,c,t,nut,3,3,pseudo,block1
numafrl,numafrl,prs,maf,nu,yl,numafyl,control,s,0.0,0,y,r,numafrl,2,7,pseudo,block1
koolance,koulance,rs,koul,,ance,koulance,target,r,,2,u,o,koolance,3,8,pseudo,block1
rediskrew,rediskrew,ppr,krew,re_dis,,rediskrew,target,r,,0,k,f,redisfrew,0,9,pseudo,block1
nort,nort,r,nurt,,,nurt,target,r,,1,u,o,nort,2,4,pseudo,block1
fradlayl,fradloyl,rss,frad,,la_yl,fradlayl,control,s,0.0,1,a,o,fradloyl,1,8,pseudo,block1
ked,ked,r,ket,,,ket,target,r,,2,t,d,ked,2,3,pseudo,block1
nihoncyit,nitoncyit,prs,tonc,ni,yit,nitoncyit,control,r,,0,t,h,nihoncyit,3,9,pseudo,block1
talp,talp,r,talc,,,talc,control,r,,3,c,p,talp,2,4,pseudo,block1
mafonila,mofonila,rss,mof,,oni_la,mofonila,control,r,,1,o,a,mafonila,3,8,pseudo,block1
proteer,sroteer,pr,teer,pro,,proteer,target,p,0.0,0,p,s,sroteer,1,7,pseudo,block1
nurem,nurem,pr,rem,nu,,nurem,control,r,,1,e,a,nuram,0,5,pseudo,block1
yegeefment,regeefment,prs,geef,re,ment,regeefment,target,p,0.0,0,r,y,yegeefment,3,10,pseudo,block1
rekelsal,rekalsal,prs,kels,re,al,rekelsal,target,r,,1,e,a,rekalsal,1,8,pseudo,block1
kiir,keir,r,keir,,,keir,target,r,,1,e,i,kiir,3,4,pseudo,block1
fobace,fobate,rs,fob,,ate,fobate,target,s,0.0,1,t,c,fobace,3,6,pseudo,block1
pumop,pumop,pr,mof,pu,,pumof,control,r,,2,f,p,pumop,2,5,pseudo,block1
redecont,redecont,ppr,cont,re_de,,redecont,target,r,,0,c,s,redesont,0,8,pseudo,block1
redisseak,redisteak,ppr,teak,re_dis,,redisteak,target,r,,0,t,s,redisseak,3,9,pseudo,block1
mor,mor,r,mer,,,mer,target,r,,1,e,o,mor,2,3,pseudo,block1
toncnemfla,toncnemfla,rss,tonc,,nemt_la,toncnemtla,control,s,0.0,3,t,f,toncnemfla,2,10,pseudo,block1
geefic,geafic,rs,geef,,ic,geefic,target,r,,2,e,a,geafic,1,6,pseudo,block1
fradsim,fradsim,rs,frad,,sim,fradsim,control,r,,1,r,m,fmadsim,0,7,pseudo,block1
repsimtrun,repsimtrun,ppr,trun,rep_sim,,repsimtrun,control,r,,3,n,r,repsimtrur,0,10,pseudo,block1
selketa,selkeca,rs,selk,,eta,selketa,control,s,0.0,1,t,c,selkeca,1,7,pseudo,block1
reootnurt,reootnurt,ppr,nurt,re_out,,reoutnurt,target,p,1.0,1,u,o,reootnurt,2,9,pseudo,block1
numooslayl,numooswayl,prss,moos,nu,la_yl,numooslayl,control,s,0.0,0,l,w,numooswayl,1,10,pseudo,block1
ungrasayly,ungrasayly,prss,gras,un,al_ly,ungrasally,target,s,0.0,1,l,y,ungrasayly,2,10,pseudo,block1
unikoal,unikoul,pr,koul,uni,,unikoul,target,r,,2,u,a,unikoal,3,7,pseudo,block1
corically,conically,rsss,con,,ic_al_ly,conically,target,r,,2,n,r,corically,3,9,pseudo,block1
nafcilayl,mafcilayl,rsss,maf,,ci_la_yl,mafcilayl,control,r,,0,m,n,nafcilayl,3,9,pseudo,block1
inket,inkat,pr,ket,in,,inket,target,r,,1,e,a,inkat,1,5,pseudo,block1
premisnec,premisnec,ppr,neg,pre_mis,,premisneg,target,r,,2,g,c,premisnec,2,9,pseudo,block1
inutrit,inutrig,pr,trig,inu,,inutrig,control,r,,3,g,t,inutrit,3,7,pseudo,block1
pamability,pamability,rss,fam,,abil_ity,famability,target,r,,0,f,p,pamability,2,10,pseudo,block1
meak,maak,r,meak,,,meak,control,r,,1,e,a,maak,1,4,pseudo,block1
colleague,colleague,r,colleague,,,colleague,control,r,,3,l,m,colmeague,0,9,real,block2
complete,complete,r,complete,,,complete,control,r,,3,p,t,comtlete,0,8,real,block2
experiemce,experience,r,experience,,,experience,control,r,,7,n,m,experiemce,3,10,real,block2
paradogm,paradogm,r,paradigm,,,paradigm,control,r,,5,i,o,paradogm,2,8,real,block2
understate,understote,pr,state,under,,understate,target,r,,2,a,o,understote,1,10,real,block2
gargeyle,gargeyle,r,gargoyle,,,gargoyle,control,r,,4,o,e,gargeyle,2,8,real,block2
embarrasd,embarrasd,r,embarrass,,,embarrass,control,r,,8,s,d,embarrasd,2,9,real,block2
manfully,mamfully,rss,man,,ful_ly,manfully,target,r,,2,n,m,mamfully,1,8,real,block2
seasonal,seasonel,rs,season,,al,seasonal,target,s,0.0,0,a,e,seasonel,1,8,real,block2
trampolina,trampolina,r,trampoline,,,trampoline,control,r,,9,e,a,trampolina,2,10,real,block2
reactom,reactor,prs,act,re,or,reactor,target,s,0.0,1,r,m,reactom,3,7,real,block2
medicine,medicine,r,medicine,,,medicine,control,r,,4,c,h,medihine,0,8,real,block2
recycle,recycle,pr,cycle,re,,recycle,target,r,,3,l,m,recycme,0,7,real,block2
scramble,scramble,r,scramble,,,scramble,control,r,,1,c,b,sbramble,0,8,real,block2
unmanlr,unmanly,prs,man,un,ly,unmanly,target,s,0.0,1,y,r,unmanlr,3,7,real,block2
uninform,uwinform,ppr,form,un_in,,uninform,target,p,0.0,1,n,w,uwinform,1,8,real,block2
programme,programme,r,programme,,,programme,control,r,,2,o,a,pragramme,0,9,real,block2
reoutsell,reoutsell,ppr,sell,re_out,,reoutsell,target,p,1.0,1,u,a,reoatsell,0,9,real,block2
emphasis,emphasig,r,emphasis,,,emphasis,control,r,,7,s,g,emphasig,1,8,real,block2
purchase,purchase,r,purchase,,,purchase,control,r,,6,s,p,purchape,0,8,real,block2
suspensa,suspensa,r,suspense,,,suspense,control,r,,7,e,a,suspensa,2,8,real,block2
skier,skier,rs,ski,,er,skier,target,s,0.0,0,e,o,skior,0,5,real,block2
pwostitute,pwostitute,r,prostitute,,,prostitute,control,r,,1,r,w,pwostitute,2,10,real,block2
pomplaint,complaint,r,complaint,,,complaint,control,r,,0,c,p,pomplaint,3,9,real,block2
aptaratus,aptaratus,r,apparatus,,,apparatus,control,r,,2,p,t,aptaratus,2,9,real,block2
disagrei,disagrei,pr,agree,dis,,disagree,target,r,,4,e,i,disagrei,2,8,real,block2
procyeate,procyeate,pr,create,pro,,procreate,target,r,,1,r,y,procyeate,2,9,real,block2
rejuvenati,rejuvenate,prs,juven,re,ate,rejuvenate,target,s,0.0,2,e,i,rejuvenati,3,10,real,block2
modallm,modally,rss,mod,,al_ly,modally,target,s,1.0,1,y,m,modallm,3,7,real,block2
anderstand,understand,r,understand,,,understand,control,r,,0,u,a,anderstand,3,10,real,block2
dalicious,delicious,rs,delic,,ious,delicious,target,r,,1,e,a,dalicious,3,9,real,block2
undersold,undersold,pr,sold,under,,undersold,target,r,,2,l,n,undersond,0,9,real,block2
change,change,r,change,,,change,control,r,,3,n,m,chamge,0,6,real,block2
tenthly,tenthly,rss,ten,,th_ly,tenthly,target,s,1.0,1,y,m,tenthlm,0,7,real,block2
dolphin,dilphin,r,dolphin,,,dolphin,control,r,,1,o,i,dilphin,1,7,real,block2
protact,protact,r,protect,,,protect,control,r,,4,e,a,protact,2,7,real,block2
invalidate,invalidati,prs,valid,in,ate,invalidate,target,s,0.0,2,e,i,invalidati,1,10,real,block2
offer,offer,r,offer,,,offer,control,r,,2,f,s,ofser,0,5,real,block2
pmeview,preview,pr,view,pre,,preview,target,p,0.0,1,r,m,pmeview,3,7,real,block2
eatir,eater,rs,eat,,er,eater,target,s,0.0,0,e,i,eatir,3,5,real,block2
devalue,dedalue,pr,value,de,,devalue,target,r,,0,v,d,dedalue,1,7,real,block2
upholder,opholder,prs,hold,up,er,upholder,target,p,0.0,0,u,o,opholder,1,8,real,block2
rhinoceros,rhinoceros,r,rhinoceros,,,rhinoceros,control,r,,2,i,a,rhanoceros,0,10,real,block2
camouflagi,camouflagi,r,camouflage,,,camouflage,control,r,,9,e,i,camouflagi,2,10,real,block2
remistake,remistako,ppr,take,re_mis,,remistake,target,r,,3,e,o,remistako,1,9,real,block2
overstep,overstep,pr,step,over,,overstep,target,r,,3,p,t,overstet,0,8,real,block2
repertoire,repertoire,r,repertoire,,,repertoire,control,r,,4,r,l,repeltoire,0,10,real,block2
ronew,renew,pr,new,re,,renew,target,p,0.0,1,e,o,ronew,3,5,real,block2
champaign,champaign,r,champaign,,,champaign,control,r,,6,i,u,champaugn,0,9,real,block2
contrast,contrast,r,contrast,,,contrast,control,r,,4,r,w,contwast,0,8,real,block2
artillery,artimlery,r,artillery,,,artillery,control,r,,4,l,m,artimlery,1,9,real,block2
usage,isage,rs,us,,age,usage,target,r,,0,u,i,isage,1,5,real,block2
machine,machine,r,machine,,,machine,control,r,,0,m,n,nachine,0,7,real,block2
chimpanzee,chimdanzee,r,chimpanzee,,,chimpanzee,control,r,,4,p,d,chimdanzee,1,10,real,block2
pronuunce,pronounce,r,pronounce,,,pronounce,control,r,,4,o,u,pronuunce,3,9,real,block2
large,large,r,large,,,large,control,r,,0,l,w,warge,0,5,real,block2
unnatural,unnatural,prs,natur,un,al,unnatural,target,r,,4,r,y,unnatuyal,0,9,real,block2
nearly,nearly,rs,year,,ly,yearly,target,r,,0,y,n,nearly,2,6,real,block2
overdook,overcook,pr,cook,over,,overcook,target,r,,0,c,d,overdook,3,8,real,block2
wrong,wrong,r,wrong,,,wrong,control,r,,1,r,l,wlong,0,5,real,block2
cassette,cassette,r,cassette,,,cassette,control,r,,3,s,h,cashette,0,8,real,block2
pctricter,sctricter,rs,sctrict,,er,sctricter,target,r,,0,s,p,pctricter,3,9,real,block2
unwisely,unwiselr,prs,wise,un,ly,unwisely,target,s,0.0,1,y,r,unwiselr,1,8,real,block2
unkindly,unkindln,prs,kind,un,ly,unkindly,target,s,0.0,1,y,n,unkindln,1,8,real,block2
reovurcook,reovurcook,ppr,cook,re_over,,reovercook,target,p,1.0,2,e,u,reovurcook,2,10,real,block2
pretocol,protocol,r,protocol,,,protocol,control,r,,2,o,e,pretocol,3,8,real,block2
avalancge,avalanche,r,avalanche,,,avalanche,control,r,,7,h,g,avalancge,3,9,real,block2
hollowness,hollowness,rs,hollow,,ness,hollowness,target,s,0.0,2,s,v,hollownevs,0,10,real,block2
unlarful,unlarful,prs,law,un,ful,unlawful,target,r,,2,w,r,unlarful,2,8,real,block2
dostrict,district,r,district,,,district,control,r,,1,i,o,dostrict,3,8,real,block2
overexpase,overexpose,ppr,pose,over_ex,,overexpose,target,r,,1,o,a,overexpase,3,10,real,block2
higkness,highness,rs,high,,ness,highness,target,r,,3,h,k,higkness,3,8,real,block2
shyry,shyry,rs,shy,,ly,shyly,target,s,0.0,0,l,r,shyry,2,5,real,block2
unlikelm,unlikely,prs,like,un,ly,unlikely,target,s,0.0,1,y,m,unlikelm,3,8,real,block2
eucalrptus,eucalrptus,r,eucalyptus,,,eucalyptus,control,r,,5,y,r,eucalrptus,2,10,real,block2
herooc,heroic,rs,hero,,ic,heroic,target,s,0.0,0,i,o,herooc,3,6,real,block2
happan,happan,r,happen,,,happen,control,r,,4,e,a,happan,2,6,real,block2
champapne,champapne,r,champagne,,,champagne,control,r,,6,g,p,champapne,2,9,real,block2
lamel,lamel,rs,lam,,er,lamer,target,s,0.0,1,r,l,lamel,2,5,real,block2
hierognyph,hierognyph,r,hieroglyph,,,hieroglyph,control,r,,6,l,n,hierognyph,2,10,real,block2
reimpose,reimtose,ppr,pose,re_im,,reimpose,target,r,,0,p,t,reimtose,1,8,real,block2
disembark,disembark,ppr,bark,dis_em,,disembark,target,p,1.0,0,e,o,disombark,0,9,real,block2
straight,straight,r,straight,,,straight,control,r,,7,t,p,straighp,0,8,real,block2
reinforce,reimforce,ppr,force,re_in,,reinforce,target,p,1.0,1,n,m,reimforce,1,9,real,block2
reoutsmart,raoutsmart,ppr,smart,re_out,,reoutsmart,target,p,0.0,1,e,a,raoutsmart,1,10,real,block2
fatalry,fatalry,rss,fat,,al_ly,fatally,target,s,1.0,0,l,r,fatalry,2,7,real,block2
overreact,overreect,pr,react,over,,overreact,target,r,,2,a,e,overreect,1,9,real,block2
reinssate,reinssate,ppr,state,re_in,,reinstate,target,r,,1,t,s,reinssate,2,9,real,block2
moltgage,mortgage,r,mortgage,,,mortgage,control,r,,2,r,l,moltgage,3,8,real,block2
reversable,reversable,prs,vers,re,able,reversable,target,r,,2,r,l,revelsable,0,10,real,block2
homeless,homeless,rs,home,,less,homeless,target,r,,0,h,t,tomeless,0,8,real,block2
iconic,icomic,rs,icon,,ic,iconic,target,r,,3,n,m,icomic,1,6,real,block2
woefully,woehully,rss,woe,,ful_ly,woefully,target,s,0.0,0,f,h,woehully,1,8,real,block2
womaniter,womaniter,rss,woman,,iz_er,womanizer,target,s,0.0,1,z,t,womaniter,2,9,real,block2
criteria,croteria,r,criteria,,,criteria,control,r,,2,i,o,croteria,1,8,real,block2
rhitest,whitest,rs,whit,,est,whitest,target,r,,0,w,r,rhitest,3,7,real,block2
trouble,tmouble,r,trouble,,,trouble,control,r,,1,r,m,tmouble,1,7,real,block2
cubital,cubical,rss,cub,,ic_al,cubical,target,s,0.0,1,c,t,cubital,3,7,real,block2
unfriendly,unfriendlw,prs,friend,un,ly,unfriendly,target,s,0.0,1,y,w,unfriendlw,1,10,real,block2
quaramtine,quaramtine,r,quarantine,,,quarantine,control,r,,5,n,m,quaramtine,2,10,real,block2
ronsense,ronsense,pr,sense,non,,nonsense,target,p,0.0,0,n,r,ronsense,2,8,real,block2
reservair,reservair,r,reservoir,,,reservoir,control,r,,6,o,a,reservair,2,9,real,block2
masquerade,masquerode,r,masquerade,,,masquerade,control,r,,7,a,o,masquerode,1,10,real,block2
compare,colpare,r,compare,,,compare,control,r,,2,m,l,colpare,1,7,real,block2
somemsault,somemsault,r,somersault,,,somersault,control,r,,4,r,m,somemsault,2,10,real,block2
short,shirt,r,short,,,short,control,r,,2,o,i,shirt,1,5,real,block2
movably,movablm,rss,mov,,abl_y,movably,target,s,1.0,0,y,m,movablm,1,7,real,block2
campaign,tampaign,r,campaign,,,campaign,control,r,,0,c,t,tampaign,1,8,real,block2
unshaven,unshiven,prs,shav,un,en,unshaven,target,r,,2,a,i,unshiven,1,8,real,block2
unearthly,unearhhly,prs,earth,un,ly,unearthly,target,r,,3,t,h,unearhhly,1,9,real,block2
egainst,against,r,against,,,against,control,r,,0,a,e,egainst,3,7,real,block2
enjoy,ennoy,pr,joy,en,,enjoy,target,r,,0,j,n,ennoy,1,5,real,block2
leade,leave,r,leave,,,leave,control,r,,3,v,d,leade,3,5,real,block2
tolvable,solvable,rs,solv,,able,solvable,target,r,,0,s,t,tolvable,3,8,real,block2
warmer,warmer,rs,warm,,er,warmer,target,s,0.0,0,e,i,warmir,0,6,real,block2
gayer,gayer,rs,gay,,er,gayer,target,r,,0,g,t,tayer,0,5,real,block2
license,licerse,r,license,,,license,control,r,,4,n,r,licerse,1,7,real,block2
greit,great,r,great,,,great,control,r,,3,a,i,greit,3,5,real,block2
diseppear,diseppear,pr,appear,dis,,disappear,target,r,,0,a,e,diseppear,2,9,real,block2
rodeflate,redeflate,ppr,flate,re_de,,redeflate,target,p,0.0,1,e,o,rodeflate,3,9,real,block2
reoverteak,reoverteak,ppr,teak,re_over,,reoverteak,target,r,,3,k,h,reoverteah,0,10,pseudo,block3
siwselp,siwselp,rs,siw,,sels,siwsels,control,s,0.0,3,s,p,siwselp,2,7,pseudo,block3
keamically,beamically,rsss,keam,,ic_al_ly,keamically,target,r,,0,k,b,beamically,1,10,pseudo,block3
munuculfyl,munuculfyl,prss,nuc,nu,ulf_yl,nunuculfyl,control,p,0.0,0,n,m,munuculfyl,2,10,pseudo,block3
denurt,denurh,pr,nurt,de,,denurt,target,r,,3,t,h,denurh,1,6,pseudo,block3
dimmafoni,dimmafoni,prs,maf,sim,oni,simmafoni,control,p,0.0,0,s,d,dimmafoni,2,9,pseudo,block3
erninoc,ernanoc,ppr,noc,er_ni,,erninoc,control,p,1.0,1,i,a,ernanoc,1,7,pseudo,block3
nuriekym,nuriekyl,prs,riek,nu,yl,nuriekyl,control,s,0.0,1,l,m,nuriekym,3,8,pseudo,block3
contlesv,contlesv,rs,cont,,less,contless,target,s,0.0,3,s,v,contlesv,2,8,pseudo,block3
mofcilayl,mofcilayl,rsss,mof,,ci_la_yl,mofcilayl,control,s,0.0,0,c,p,mofpilayl,0,9,pseudo,block3
koulality,koulality,rss,koul,,al_ity,koulality,target,s,1.0,1,t,b,koulaliby,0,9,pseudo,block3
ungirhally,ungirhally,prss,girt,un,al_ly,ungirtally,target,r,,3,t,h,ungirhally,2,10,pseudo,block3
teakliness,teakliness,rss,teak,,li_ness,teakliness,target,s,1.0,0,n,m,teaklimess,0,10,pseudo,block3
eredyeet,eredreet,ppr,reet,er_ed,,eredreet,control,r,,0,r,y,eredyeet,3,8,pseudo,block3
sidtrigoni,sedtrigoni,prs,trig,sid,oni,sidtrigoni,control,p,0.0,1,i,e,sedtrigoni,1,10,pseudo,block3
colgelba,colgerba,rs,colg,,elba,colgelba,control,s,0.0,1,l,r,colgerba,1,8,pseudo,block3
ersimsiw,ersiwsiw,ppr,siw,er_sim,,ersimsiw,control,p,1.0,2,m,w,ersiwsiw,1,8,pseudo,block3
intetivate,inketivate,prss,ket,in,iv_ate,inketivate,target,r,,0,k,t,intetivate,3,10,pseudo,block3
dom,dom,r,fom,,,fom,target,r,,0,f,d,dom,2,3,pseudo,block3
