first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
naut,naut,r,,naut,,naut,control,r,,3,t,d,naud,0,4,pseudo,block2
enfob,ensob,pr,en,fob,,enfob,target,r,,0,f,s,ensob,1,5,pseudo,block2
selkouisyl,selkooisyl,rss,,selk,ouis_yl,selkouisyl,control,s,0.0,1,u,o,selkooisyl,1,10,pseudo,block2
nirauteta,ninauteta,prs,ni,naut,eta,ninauteta,control,r,,0,n,r,nirauteta,3,9,pseudo,block2
rekrewment,rekrewjent,prs,re,krew,ment,rekrewment,target,s,0.0,0,m,j,rekrewjent,1,10,pseudo,block2
raekulf,riekulf,rs,,riek,ulf,riekulf,control,r,,1,i,a,raekulf,3,7,pseudo,block2
sargenca,samgenca,rs,,sarg,enca,sargenca,control,r,,2,r,m,samgenca,1,8,pseudo,block2
teclasitce,teclasitci,rsss,,tec,la_sit_ci,teclasitci,control,s,2.0,1,i,e,teclasitce,3,10,pseudo,block2
girtfully,girtfully,rss,,girt,ful_ly,girtfully,target,s,0.0,1,u,a,girtfally,0,9,pseudo,block2
relienate,relienate,prs,re,lien,ate,relienate,target,p,0.0,1,e,i,rilienate,0,9,pseudo,block2
loukle,loukla,rs,,louk,la,loukla,control,s,0.0,1,a,e,loukle,3,6,pseudo,block2
owpreet,orpreet,pr,orp,reet,,orpreet,control,p,0.0,1,r,w,owpreet,3,7,pseudo,block2
unfamally,unfemally,prss,un,fam,al_ly,unfamally,target,r,,1,a,e,unfemally,1,9,pseudo,block2
erpriek,erpriek,pr,erp,riek,,erpriek,control,r,,3,k,h,erprieh,0,7,pseudo,block2
tlat,clat,r,,clat,,clat,target,r,,0,c,t,tlat,3,4,pseudo,block2
kolg,kolg,r,,colg,,colg,control,r,,0,c,k,kolg,2,4,pseudo,block2
gras,gras,r,,gras,,gras,target,r,,1,r,w,gwas,0,4,pseudo,block2
abketally,ebketally,prss,ab,ket,al_ly,abketally,target,p,0.0,0,a,e,ebketally,1,9,pseudo,block2
selhcilayl,selkcilayl,rsss,,selk,ci_la_yl,selkcilayl,control,r,,3,k,h,selhcilayl,3,10,pseudo,block2
orpsiw,orpsiw,pr,orp,siw,,orpsiw,control,p,0.0,0,o,e,erpsiw,0,6,pseudo,block2
famically,tamically,rsss,,fam,ic_al_ly,famically,target,r,,0,f,t,tamically,1,9,pseudo,block2
keirally,keirally,rss,,keir,al_ly,keirally,target,r,,2,i,o,keorally,0,8,pseudo,block2
cunically,cunacally,rsss,,cun,ic_al_ly,cunically,target,s,0.0,0,i,a,cunacally,1,9,pseudo,block2
rewisation,rowisation,prss,re,wis,at_ion,rewisation,target,p,0.0,1,e,o,rowisation,1,10,pseudo,block2
sarg,salg,r,,sarg,,sarg,control,r,,2,r,l,salg,1,4,pseudo,block2
sidmereet,sidmeyeet,ppr,sid_me,reet,,sidmereet,control,r,,0,r,y,sidmeyeet,1,9,pseudo,block2
redomer,redemer,ppr,re_de,mer,,redemer,target,p,1.0,1,e,o,redomer,3,7,pseudo,block2
abdarfally,abdamfally,prss,ab,darf,al_ly,abdarfally,target,r,,2,r,m,abdamfally,1,10,pseudo,block2
erotulouk,eretulouk,ppr,er_otu,louk,,erotulouk,control,p,1.0,0,o,e,eretulouk,1,9,pseudo,block2
sidmetek,sidmatek,ppr,sid_me,tek,,sidmetek,control,p,1.0,1,e,a,sidmatek,1,8,pseudo,block2
disembody,disembodr,ppr,dis_em,body,,disembody,target,r,,3,y,r,disembodr,1,9,real,block3
wistfulmy,wistfulmy,rss,,wist,ful_ly,wistfully,target,s,1.0,0,l,m,wistfulmy,2,9,real,block3
unlikely,unlikeyy,prs,un,like,ly,unlikely,target,s,0.0,0,l,y,unlikeyy,1,8,real,block3
determine,determine,r,,determine,,determine,control,r,,3,e,a,detarmine,0,9,real,block3
uhstage,uhstage,pr,up,stage,,upstage,target,p,0.0,1,p,h,uhstage,2,7,real,block3
remisarign,remisalign,ppr,re_mis,align,,remisalign,target,r,,1,l,r,remisarign,3,10,real,block3
attompt,attempt,r,,attempt,,attempt,control,r,,3,e,o,attompt,3,7,real,block3
gomplete,gomplete,r,,complete,,complete,control,r,,0,c,g,gomplete,2,8,real,block3
benefit,benefit,r,,benefit,,benefit,control,r,,3,e,i,benifit,0,7,real,block3
uldisclose,undisclose,ppr,un_dis,close,,undisclose,target,p,0.0,1,n,l,uldisclose,3,10,real,block3
parallel,parallel,r,,parallel,,parallel,control,r,,1,a,o,porallel,0,8,real,block3
amateuresm,amateurism,rs,,amateur,ism,amateurism,target,s,0.0,0,i,e,amateuresm,3,10,real,block3
celmophane,cellophane,r,,cellophane,,cellophane,control,r,,3,l,m,celmophane,3,10,real,block3
architect,arctitect,r,,architect,,architect,control,r,,3,h,t,arctitect,1,9,real,block3
state,ttate,r,,state,,state,control,r,,0,s,t,ttate,1,5,real,block3
urmanly,unmanly,prs,un,man,ly,unmanly,target,p,0.0,1,n,r,urmanly,3,7,real,block3
marijuuna,marijuana,r,,marijuana,,marijuana,control,r,,6,a,u,marijuuna,3,9,real,block3
lettuce,lettece,r,,lettuce,,lettuce,control,r,,4,u,e,lettece,1,7,real,block3
etiquette,etiquette,r,,etiquette,,etiquette,control,r,,5,e,i,etiquitte,0,9,real,block3
valontine,valontine,r,,valentine,,valentine,control,r,,3,e,o,valontine,2,9,real,block3
engelope,envelope,r,,envelope,,envelope,control,r,,2,v,g,engelope,3,8,real,block3
woefully,woefullm,rss,,woe,ful_ly,woefully,target,s,1.0,1,y,m,woefullm,1,8,real,block3
neighbor,neighbir,r,,neighbor,,neighbor,control,r,,6,o,i,neighbir,1,8,real,block3
resot,resot,pr,re,set,,reset,target,r,,1,e,o,resot,2,5,real,block3
